TF	Gene	Input
AT2G20180	AT1G70300	1
AT2G20180	AT1G70420	1
AT2G20180	AT1G70560	1
AT2G20180	AT1G70790	1
AT2G20180	AT1G70800	1
AT2G20180	AT1G71070	1
AT2G20180	AT1G71080	1
AT2G20180	AT1G71090	1
AT2G20180	AT1G71100	1
AT2G20180	AT1G71490	1
AT2G20180	AT1G71520	1
AT2G20180	AT1G71530	1
AT2G20180	AT1G71930	1
AT2G20180	AT1G72450	1
AT2G20180	AT1G72460	1
AT2G20180	AT1G72470	1
AT2G20180	AT1G72810	1
AT2G20180	AT1G72820	1
AT2G20180	AT1G73110	1
AT2G20180	AT1G73120	1
AT2G20180	AT1G73130	1
AT2G20180	AT1G73480	1
AT2G20180	AT1G73530	1
AT2G20180	AT1G73540	1
AT2G20180	AT1G73660	1
AT2G20180	AT1G73670	1
AT2G20180	AT1G73687	1
AT2G20180	AT1G73690	1
AT2G20180	AT1G73880	1
AT2G20180	AT1G73885	1
AT2G20180	AT1G73900	1
AT2G20180	AT1G74920	1
AT2G20180	AT1G74930	1
AT2G20180	AT1G74940	1
AT2G20180	AT1G74950	1
AT2G20180	AT1G75340	1
AT2G20180	AT1G75360	1
AT2G20180	AT1G75440	1
AT2G20180	AT1G75450	1
AT2G20180	AT1G75480	1
AT2G20180	AT1G75490	1
AT2G20180	AT1G75790	1
AT2G20180	AT1G75810	1
AT2G20180	AT1G75830	1
AT2G20180	AT1G76080	1
AT2G20180	AT1G76090	1
AT2G20180	AT1G76600	1
AT2G20180	AT1G76990	1
AT2G20180	AT1G77450	1
AT2G20180	AT1G77480	1
AT2G20180	AT1G77490	1
AT2G20180	AT1G78380	1
AT2G20180	AT1G78610	1
AT2G20180	AT1G78630	1
AT2G20180	AT1G78700	1
AT2G20180	AT1G79150	1
AT2G20180	AT1G79160	1
AT2G20180	AT1G79170	1
AT2G20180	AT1G79470	1
AT2G20180	AT1G79490	1
AT2G20180	AT1G80280	1
AT2G20180	AT1G80290	1
AT2G20180	AT1G80420	1
AT2G20180	AT1G80440	1
AT2G20180	AT1G80490	1
AT2G20180	AT1G80530	1
AT2G20180	AT1G80580	1
AT2G20180	AT1G80600	1
AT2G20180	AT1G80620	1
AT2G20180	AT2G01140	1
AT2G20180	AT2G01150	1
AT2G20180	AT2G01570	1
AT2G20180	AT2G01850	1
AT2G20180	AT2G05520	1
AT2G20180	AT2G14210	1
AT2G20180	AT2G16650	1
AT2G20180	AT2G16660	1
AT2G20180	AT2G18780	1
AT2G20180	AT2G18790	1
AT2G20180	AT2G18876	1
AT2G20180	AT2G19460	1
AT2G20180	AT2G19800	1
AT2G20180	AT2G19806	1
AT2G20180	AT2G20180	1
AT2G20180	AT2G20510	1
AT2G20180	AT2G20515	1
AT2G20180	AT2G20520	1
AT2G20180	AT2G20530	1
AT2G20180	AT2G21170	1
AT2G20180	AT2G21180	1
AT2G20180	AT2G21510	1
AT2G20180	AT2G21520	1
AT2G20180	AT2G22830	1
AT2G20180	AT2G22840	1
AT2G20180	AT2G23430	1
AT2G20180	AT2G23440	1
AT2G20180	AT2G23460	1
AT2G20180	AT2G24570	1
AT2G20180	AT2G25460	1
AT2G20180	AT2G25470	1
AT2G20180	AT2G25690	1
AT2G20180	AT2G26720	1
AT2G20180	AT2G27060	1
AT2G20180	AT2G27500	1
AT2G20180	AT2G27505	1
AT2G20180	AT2G28390	1
AT2G20180	AT2G28420	1
AT2G20180	AT2G29080	1
AT2G20180	AT2G30780	1
AT2G20180	AT2G30990	1
AT2G20180	AT2G31010	1
AT2G20180	AT2G31390	1
AT2G20180	AT2G31580	1
AT2G20180	AT2G31980	1
AT2G20180	AT2G32160	1
AT2G20180	AT2G32660	1
AT2G20180	AT2G32670	1
AT2G20180	AT2G32970	1
AT2G20180	AT2G34930	1
AT2G20180	AT2G34940	1
AT2G20180	AT2G36020	1
AT2G20180	AT2G36030	1
AT2G20180	AT2G36080	1
AT2G20180	AT2G36240	1
AT2G20180	AT2G36270	1
AT2G20180	AT2G36380	1
AT2G20180	AT2G36410	1
AT2G20180	AT2G37740	1
AT2G20180	AT2G37750	1
AT2G20180	AT2G37760	1
AT2G20180	AT2G38210	1
AT2G20180	AT2G38220	1
AT2G20180	AT2G38465	1
AT2G20180	AT2G38470	1
AT2G20180	AT2G40600	1
AT2G20180	AT2G40610	1
AT2G20180	AT2G41240	1
AT2G20180	AT2G42280	1
AT2G20180	AT2G42340	1
AT2G20180	AT2G42350	1
AT2G20180	AT2G42360	1
AT2G20180	AT2G42430	1
AT2G20180	AT2G42610	1
AT2G20180	AT2G42760	1
AT2G20180	AT2G42770	1
AT2G20180	AT2G42780	1
AT2G20180	AT2G42870	1
AT2G20180	AT2G42955	1
AT2G20180	AT2G42960	1
AT2G20180	AT2G42970	1
AT2G20180	AT2G42975	1
AT2G20180	AT2G43060	1
AT2G20180	AT2G43490	1
AT2G20180	AT2G43500	1
AT2G20180	AT2G44080	1
AT2G20180	AT2G44650	1
AT2G20180	AT2G44660	1
AT2G20180	AT2G44670	1
AT2G20180	AT2G44900	1
AT2G20180	AT2G44910	1
AT2G20180	AT2G44920	1
AT2G20180	AT2G45430	1
AT2G20180	AT2G45580	1
AT2G20180	AT2G45590	1
AT2G20180	AT2G45610	1
AT2G20180	AT2G45620	1
AT2G20180	AT2G45670	1
AT2G20180	AT2G45820	1
AT2G20180	AT2G45830	1
AT2G20180	AT2G45910	1
AT2G20180	AT2G45950	1
AT2G20180	AT2G45960	1
AT2G20180	AT2G46225	1
AT2G20180	AT2G46270	1
AT2G20180	AT2G46410	1
AT2G20180	AT2G46420	1
AT2G20180	AT2G46710	1
AT2G20180	AT2G46970	1
AT2G20180	AT2G47000	1
AT2G20180	AT2G47010	1
AT2G20180	AT2G47180	1
AT2G20180	AT2G47260	1
AT2G20180	AT3G01470	1
AT2G20180	AT3G02040	1
AT2G20180	AT3G02050	1
AT2G20180	AT3G02540	1
AT2G20180	AT3G02550	1
AT2G20180	AT3G02570	1
AT2G20180	AT3G02580	1
AT2G20180	AT3G03150	1
AT2G20180	AT3G03170	1
AT2G20180	AT3G03180	1
AT2G20180	AT3G04730	1
AT2G20180	AT3G05110	1
AT2G20180	AT3G05120	1
AT2G20180	AT3G05640	1
AT2G20180	AT3G05880	1
AT2G20180	AT3G06500	1
AT2G20180	AT3G07250	1
AT2G20180	AT3G07260	1
AT2G20180	AT3G08020	1
AT2G20180	AT3G08030	1
AT2G20180	AT3G09010	1
AT2G20180	AT3G10020	1
AT2G20180	AT3G10405	1
AT2G20180	AT3G10410	1
AT2G20180	AT3G10415	1
AT2G20180	AT3G10420	1
AT2G20180	AT3G11420	1
AT2G20180	AT3G11570	1
AT2G20180	AT3G12120	1
AT2G20180	AT3G12300	1
AT2G20180	AT3G12320	1
AT2G20180	AT3G12920	1
AT2G20180	AT3G13000	1
AT2G20180	AT3G13310	1
AT2G20180	AT3G13320	1
AT2G20180	AT3G13960	1
AT2G20180	AT3G14050	1
AT2G20180	AT3G14205	1
AT2G20180	AT3G14230	1
AT2G20180	AT3G14240	1
AT2G20180	AT3G14360	1
AT2G20180	AT3G15200	1
AT2G20180	AT3G15210	1
AT2G20180	AT3G15220	1
AT2G20180	AT3G15240	1
AT2G20180	AT3G16000	1
AT2G20180	AT3G16010	1
AT2G20180	AT3G16140	1
AT2G20180	AT3G16150	1
AT2G20180	AT3G16490	1
AT2G20180	AT3G16820	1
AT2G20180	AT3G16830	1
AT2G20180	AT3G17830	1
AT2G20180	AT3G17860	1
AT2G20180	AT3G18080	1
AT2G20180	AT3G19580	1
AT2G20180	AT3G19590	1
AT2G20180	AT3G21090	1
AT2G20180	AT3G21100	1
AT2G20180	AT3G21540	1
AT2G20180	AT3G21550	1
AT2G20180	AT3G21560	1
AT2G20180	AT3G21720	1
AT2G20180	AT3G22380	1
AT2G20180	AT3G23030	1
AT2G20180	AT3G23910	1
AT2G20180	AT3G23920	1
AT2G20180	AT3G24040	1
AT2G20180	AT3G24050	1
AT2G20180	AT3G24210	1
AT2G20180	AT3G24420	1
AT2G20180	AT3G24503	1
AT2G20180	AT3G24650	1
AT2G20180	AT3G25870	1
AT2G20180	AT3G26510	1
AT2G20180	AT3G27580	1
AT2G20180	AT3G27590	1
AT2G20180	AT3G28345	1
AT2G20180	AT3G29370	1
AT2G20180	AT3G29575	1
AT2G20180	AT3G29577	1
AT2G20180	AT3G30775	1
AT2G20180	AT3G44310	1
AT2G20180	AT3G45060	1
AT2G20180	AT3G46660	1
AT2G20180	AT3G46970	1
AT2G20180	AT3G47340	1
AT2G20180	AT3G47430	1
AT2G20180	AT3G47630	1
AT2G20180	AT3G47640	1
AT2G20180	AT3G47650	1
AT2G20180	AT3G47940	1
AT2G20180	AT3G47950	1
AT2G20180	AT3G48360	1
AT2G20180	AT3G50240	1
AT2G20180	AT3G50730	1
AT2G20180	AT3G50790	1
AT2G20180	AT3G50800	1
AT2G20180	AT3G52500	1
AT2G20180	AT3G53720	1
AT2G20180	AT3G54000	1
AT2G20180	AT3G54810	1
AT2G20180	AT3G55560	1
AT2G20180	AT3G55980	1
AT2G20180	AT3G56340	1
AT2G20180	AT3G56350	1
AT2G20180	AT3G56360	1
AT2G20180	AT3G57020	1
AT2G20180	AT3G57520	1
AT2G20180	AT3G57870	1
AT2G20180	AT3G58620	1
AT2G20180	AT3G59140	1
AT2G20180	AT3G59150	1
AT2G20180	AT3G59760	1
AT2G20180	AT3G60150	1
AT2G20180	AT3G60400	1
AT2G20180	AT3G60690	1
AT2G20180	AT3G61160	1
AT2G20180	AT3G61182	1
AT2G20180	AT3G61185	1
AT2G20180	AT3G61420	1
AT2G20180	AT3G61430	1
AT2G20180	AT3G61640	1
AT2G20180	AT3G61680	1
AT2G20180	AT3G61830	1
AT2G20180	AT3G62090	1
AT2G20180	AT3G62630	1
AT2G20180	AT3G62640	1
AT2G20180	AT3G62650	1
AT2G20180	AT3G63003	1
AT2G20180	AT3G63006	1
AT2G20180	AT3G63010	1
AT2G20180	AT3G63340	1
AT2G20180	AT3G63350	1
AT2G20180	AT4G00310	1
AT2G20180	AT4G00720	1
AT2G20180	AT4G01120	1
AT2G20180	AT4G01130	1
AT2G20180	AT4G01245	1
AT2G20180	AT4G01250	1
AT2G20180	AT4G02950	1
AT2G20180	AT4G03010	1
AT2G20180	AT4G03390	1
AT2G20180	AT4G03420	1
AT2G20180	AT4G08950	1
AT2G20180	AT4G10010	1
AT2G20180	AT4G10020	1
AT2G20180	AT4G11040	1
AT2G20180	AT4G11050	1
AT2G20180	AT4G11140	1
AT2G20180	AT4G11150	1
AT2G20180	AT4G11820	1
AT2G20180	AT4G13520	1
AT2G20180	AT4G14680	1
AT2G20180	AT4G14690	1
AT2G20180	AT4G15236	1
AT2G20180	AT4G16370	1
AT2G20180	AT4G16490	1
AT2G20180	AT4G17230	1
AT2G20180	AT4G17450	1
AT2G20180	AT4G17460	1
AT2G20180	AT4G17500	1
AT2G20180	AT4G18630	1
AT2G20180	AT4G18650	1
AT2G20180	AT4G19700	1
AT2G20180	AT4G21690	1
AT2G20180	AT4G22000	1
AT2G20180	AT4G22010	1
AT2G20180	AT4G22190	1
AT2G20180	AT4G22590	1
AT2G20180	AT4G23060	1
AT2G20180	AT4G23100	1
AT2G20180	AT4G23110	1
AT2G20180	AT4G23620	1
AT2G20180	AT4G23635	1
AT2G20180	AT4G23750	1
AT2G20180	AT4G24110	1
AT2G20180	AT4G24160	1
AT2G20180	AT4G24660	1
AT2G20180	AT4G25260	1
AT2G20180	AT4G25380	1
AT2G20180	AT4G25390	1
AT2G20180	AT4G25480	1
AT2G20180	AT4G25490	1
AT2G20180	AT4G25500	1
AT2G20180	AT4G26000	1
AT2G20180	AT4G27260	1
AT2G20180	AT4G27300	1
AT2G20180	AT4G27310	1
AT2G20180	AT4G27450	1
AT2G20180	AT4G27460	1
AT2G20180	AT4G27950	1
AT2G20180	AT4G27970	1
AT2G20180	AT4G27980	1
AT2G20180	AT4G28230	1
AT2G20180	AT4G28240	1
AT2G20180	AT4G29090	1
AT2G20180	AT4G29790	1
AT2G20180	AT4G31390	1
AT2G20180	AT4G31540	1
AT2G20180	AT4G31800	1
AT2G20180	AT4G32020	1
AT2G20180	AT4G32300	1
AT2G20180	AT4G32480	1
AT2G20180	AT4G33800	1
AT2G20180	AT4G34530	1
AT2G20180	AT4G34540	1
AT2G20180	AT4G35070	1
AT2G20180	AT4G35850	1
AT2G20180	AT4G36000	1
AT2G20180	AT4G36010	1
AT2G20180	AT4G36030	1
AT2G20180	AT4G36040	1
AT2G20180	AT4G36370	1
AT2G20180	AT4G36660	1
AT2G20180	AT4G36670	1
AT2G20180	AT4G36770	1
AT2G20180	AT4G36780	1
AT2G20180	AT4G36790	1
AT2G20180	AT4G36880	1
AT2G20180	AT4G37000	1
AT2G20180	AT4G37010	1
AT2G20180	AT4G37460	1
AT2G20180	AT4G37470	1
AT2G20180	AT4G37480	1
AT2G20180	AT4G37540	1
AT2G20180	AT4G37550	1
AT2G20180	AT4G37870	1
AT2G20180	AT4G37880	1
AT2G20180	AT4G38430	1
AT2G20180	AT4G38440	1
AT2G20180	AT4G39403	1
AT2G20180	AT4G39800	1
AT2G20180	AT4G39850	1
AT2G20180	AT5G01720	1
AT2G20180	AT5G01950	1
AT2G20180	AT5G01960	1
AT2G20180	AT5G02020	1
AT2G20180	AT5G02200	1
AT2G20180	AT5G02260	1
AT2G20180	AT5G02530	1
AT2G20180	AT5G02540	1
AT2G20180	AT5G02570	1
AT2G20180	AT5G02580	1
AT2G20180	AT5G02590	1
AT2G20180	AT5G03140	1
AT2G20180	AT5G03370	1
AT2G20180	AT5G03690	1
AT2G20180	AT5G03700	1
AT2G20180	AT5G03710	1
AT2G20180	AT5G04590	1
AT2G20180	AT5G05170	1
AT2G20180	AT5G05180	1
AT2G20180	AT5G05240	1
AT2G20180	AT5G05250	1
AT2G20180	AT5G05430	1
AT2G20180	AT5G05440	1
AT2G20180	AT5G05590	1
AT2G20180	AT5G05600	1
AT2G20180	AT5G05965	1
AT2G20180	AT5G05970	1
AT2G20180	AT5G06390	1
AT2G20180	AT5G06970	1
AT2G20180	AT5G06980	1
AT2G20180	AT5G06990	1
AT2G20180	AT5G07010	1
AT2G20180	AT5G07020	1
AT2G20180	AT5G07440	1
AT2G20180	AT5G08139	1
AT2G20180	AT5G08230	1
AT2G20180	AT5G08270	1
AT2G20180	AT5G08330	1
AT2G20180	AT5G08335	1
AT2G20180	AT5G09620	1
AT2G20180	AT5G09640	1
AT2G20180	AT5G09970	1
AT2G20180	AT5G10030	1
AT2G20180	AT5G10510	1
AT2G20180	AT5G10550	1
AT2G20180	AT5G10740	1
AT2G20180	AT5G10745	1
AT2G20180	AT5G10750	1
AT2G20180	AT5G11530	1
AT2G20180	AT5G11740	1
AT2G20180	AT5G13700	1
AT2G20180	AT5G13730	1
AT2G20180	AT5G13740	1
AT2G20180	AT5G13760	1
AT2G20180	AT5G14170	1
AT2G20180	AT5G14180	1
AT2G20180	AT5G14200	1
AT2G20180	AT5G14550	1
AT2G20180	AT5G14570	1
AT2G20180	AT5G14640	1
AT2G20180	AT5G14650	1
AT2G20180	AT5G20030	1
AT2G20180	AT5G20170	1
AT2G20180	AT5G20190	1
AT2G20180	AT5G20200	1
AT2G20180	AT5G22950	1
AT2G20180	AT5G23280	1
AT2G20180	AT5G23850	1
AT2G20180	AT5G23860	1
AT2G20180	AT5G23930	1
AT2G20180	AT5G24470	1
AT2G20180	AT5G24930	1
AT2G20180	AT5G25460	1
AT2G20180	AT5G28300	1
AT2G20180	AT5G35657	1
AT2G20180	AT5G35660	1
AT2G20180	AT5G35670	1
AT2G20180	AT5G39060	1
AT2G20180	AT5G39070	1
AT2G20180	AT5G39080	1
AT2G20180	AT5G39090	1
AT2G20180	AT5G39240	1
AT2G20180	AT5G42242	1
AT2G20180	AT5G42250	1
AT2G20180	AT5G44220	1
AT2G20180	AT5G47060	1
AT2G20180	AT5G49690	1
AT2G20180	AT5G49700	1
AT2G20180	AT5G49710	1
AT2G20180	AT5G51330	1
AT2G20180	AT5G51340	1
AT2G20180	AT5G51460	1
AT2G20180	AT5G51550	1
AT2G20180	AT5G51560	1
AT2G20180	AT5G53290	1
AT2G20180	AT5G54380	1
AT2G20180	AT5G54470	1
AT2G20180	AT5G54480	1
AT2G20180	AT5G54950	1
AT2G20180	AT5G54960	1
AT2G20180	AT5G54970	1
AT2G20180	AT5G54980	1
AT2G20180	AT5G56260	1
AT2G20180	AT5G56270	1
AT2G20180	AT5G57120	1
AT2G20180	AT5G57990	1
AT2G20180	AT5G58000	1
AT2G20180	AT5G58330	1
AT2G20180	AT5G58350	1
AT2G20180	AT5G58610	1
AT2G20180	AT5G58620	1
AT2G20180	AT5G58650	1
AT2G20180	AT5G58660	1
AT2G20180	AT5G59220	1
AT2G20180	AT5G59230	1
AT2G20180	AT5G59790	1
AT2G20180	AT5G59810	1
AT2G20180	AT5G59820	1
AT2G20180	AT5G59830	1
AT2G20180	AT5G60670	1
AT2G20180	AT5G60680	1
AT2G20180	AT5G60860	1
AT2G20180	AT5G61590	1
AT2G20180	AT5G62000	1
AT2G20180	AT5G62220	1
AT2G20180	AT5G62390	1
AT2G20180	AT5G62410	1
AT2G20180	AT5G62650	1
AT2G20180	AT5G62660	1
AT2G20180	AT5G62670	1
AT2G20180	AT5G63520	1
AT2G20180	AT5G63530	1
AT2G20180	AT5G63790	1
AT2G20180	AT5G63800	1
AT2G20180	AT5G64260	1
AT2G20180	AT5G64420	1
AT2G20180	AT5G64550	1
AT2G20180	AT5G64750	1
AT2G20180	AT5G65158	1
AT2G20180	AT5G65210	1
AT2G20180	AT5G65280	1
AT2G20180	AT5G65290	1
AT2G20180	AT5G65300	1
AT2G20180	AT5G65380	1
AT2G20180	AT5G65390	1
AT2G20180	AT5G65400	1
AT2G20180	AT5G65430	1
AT2G20180	AT5G65440	1
AT2G20180	AT5G65590	1
AT2G20180	AT5G65660	1
AT2G20180	AT5G65690	1
AT2G20180	AT5G65900	1
AT2G20180	AT5G66580	1
AT2G20180	AT5G66590	1
AT2G20180	AT5G66640	1
AT2G20180	AT5G66730	1
AT2G20180	AT5G66740	1
AT2G20180	AT5G67060	1
AT2G20180	AT5G67070	1
AT2G20180	AT5G67190	1
AT2G20180	AT5G67290	1
AT2G20180	AT5G67300	1
AT2G20180	AT5G67360	1
AT2G20180	AT5G67411	1
AT2G20180	AT5G67480	1
AT2G20180	AT5G67500	1
AT1G24260	AT5G60910	1
AT1G24260	AT5G20240	1
AT1G24260	AT5G15800	1
AT1G24260	AT5G13790	1
AT1G24260	AT4G24540	1
AT1G24260	AT4G18960	1
AT1G24260	AT3G58780	1
AT1G24260	AT3G54340	1
AT1G24260	AT3G02310	1
AT1G24260	AT2G45660	1
AT1G24260	AT2G42830	1
AT1G24260	AT2G22540	1
AT1G24260	AT1G69120	1
AT1G24260	AT1G24260	1
AT1G24260	AT2G03710	1
AT1G24260	AT5G67411	1
AT1G24260	AT5G67390	1
AT1G24260	AT5G67385	1
AT1G24260	AT5G67370	1
AT1G24260	AT5G67360	1
AT1G24260	AT5G67350	1
AT1G24260	AT5G67300	1
AT1G24260	AT5G67290	1
AT1G24260	AT5G67280	1
AT1G24260	AT5G67180	1
AT1G24260	AT5G67060	1
AT1G24260	AT5G66940	1
AT1G24260	AT5G66920	1
AT1G24260	AT5G66870	1
AT1G24260	AT5G66800	1
AT1G24260	AT5G66730	1
AT1G24260	AT5G66610	1
AT1G24260	AT5G66590	1
AT1G24260	AT5G66580	1
AT1G24260	AT5G66550	1
AT1G24260	AT5G66470	1
AT1G24260	AT5G66320	1
AT1G24260	AT5G66310	1
AT1G24260	AT5G66270	1
AT1G24260	AT5G65925	1
AT1G24260	AT5G65910	1
AT1G24260	AT5G65740	1
AT1G24260	AT5G65683	1
AT1G24260	AT5G65670	1
AT1G24260	AT5G65650	1
AT1G24260	AT5G65610	1
AT1G24260	AT5G65490	1
AT1G24260	AT5G65340	1
AT1G24260	AT5G65280	1
AT1G24260	AT5G65110	1
AT1G24260	AT5G65030	1
AT1G24260	AT5G64905	1
AT1G24260	AT5G64860	1
AT1G24260	AT5G64850	1
AT1G24260	AT5G64810	1
AT1G24260	AT5G64770	1
AT1G24260	AT5G64740	1
AT1G24260	AT5G64550	1
AT1G24260	AT5G64530	1
AT1G24260	AT5G64340	1
AT1G24260	AT5G64330	1
AT1G24260	AT5G64260	1
AT1G24260	AT5G64250	1
AT1G24260	AT5G64220	1
AT1G24260	AT5G64080	1
AT1G24260	AT5G63860	1
AT1G24260	AT5G63830	1
AT1G24260	AT5G63800	1
AT1G24260	AT5G63520	1
AT1G24260	AT5G63410	1
AT1G24260	AT5G63370	1
AT1G24260	AT5G63090	1
AT1G24260	AT5G62730	1
AT1G24260	AT5G62670	1
AT1G24260	AT5G62640	1
AT1G24260	AT5G62570	1
AT1G24260	AT5G62560	1
AT1G24260	AT5G62430	1
AT1G24260	AT5G62400	1
AT1G24260	AT5G62360	1
AT1G24260	AT5G62350	1
AT1G24260	AT5G62220	1
AT1G24260	AT5G62170	1
AT1G24260	AT5G62130	1
AT1G24260	AT5G62000	1
AT1G24260	AT5G61980	1
AT1G24260	AT5G61970	1
AT1G24260	AT5G61960	1
AT1G24260	AT5G61670	1
AT1G24260	AT5G61600	1
AT1G24260	AT5G61590	1
AT1G24260	AT5G61380	1
AT1G24260	AT5G61270	1
AT1G24260	AT5G61100	1
AT1G24260	AT5G60980	1
AT1G24260	AT5G60850	1
AT1G24260	AT5G60840	1
AT1G24260	AT5G60810	1
AT1G24260	AT5G60800	1
AT1G24260	AT5G60790	1
AT1G24260	AT5G60710	1
AT1G24260	AT5G60680	1
AT1G24260	AT5G60580	1
AT1G24260	AT5G60570	1
AT1G24260	AT5G60540	1
AT1G24260	AT5G60450	1
AT1G24260	AT5G60400	1
AT1G24260	AT5G60390	1
AT1G24260	AT5G60220	1
AT1G24260	AT5G60210	1
AT1G24260	AT5G60200	1
AT1G24260	AT5G59910	1
AT1G24260	AT5G59740	1
AT1G24260	AT5G59600	1
AT1G24260	AT5G59580	1
AT1G24260	AT5G59540	1
AT1G24260	AT5G59430	1
AT1G24260	AT5G59140	1
AT1G24260	AT5G59080	1
AT1G24260	AT5G59050	1
AT1G24260	AT5G59010	1
AT1G24260	AT5G58900	1
AT1G24260	AT5G58840	1
AT1G24260	AT5G58610	1
AT1G24260	AT5G58560	1
AT1G24260	AT5G58412	1
AT1G24260	AT5G58340	1
AT1G24260	AT5G58190	1
AT1G24260	AT5G58140	1
AT1G24260	AT5G58070	1
AT1G24260	AT5G57960	1
AT1G24260	AT5G57900	1
AT1G24260	AT5G57800	1
AT1G24260	AT5G57780	1
AT1G24260	AT5G57700	1
AT1G24260	AT5G57670	1
AT1G24260	AT5G57660	1
AT1G24260	AT5G57570	1
AT1G24260	AT5G57340	1
AT1G24260	AT5G57330	1
AT1G24260	AT5G57130	1
AT1G24260	AT5G57120	1
AT1G24260	AT5G57100	1
AT1G24260	AT5G57050	1
AT1G24260	AT5G57020	1
AT1G24260	AT5G56980	1
AT1G24260	AT5G56530	1
AT1G24260	AT5G56220	1
AT1G24260	AT5G55620	1
AT1G24260	AT5G55250	1
AT1G24260	AT5G55170	1
AT1G24260	AT5G55120	1
AT1G24260	AT5G54640	1
AT1G24260	AT5G54620	1
AT1G24260	AT5G54580	1
AT1G24260	AT5G53900	1
AT1G24260	AT5G53880	1
AT1G24260	AT5G53830	1
AT1G24260	AT5G53760	1
AT1G24260	AT5G53750	1
AT1G24260	AT5G53660	1
AT1G24260	AT5G53510	1
AT1G24260	AT5G53500	1
AT1G24260	AT5G53450	1
AT1G24260	AT5G53410	1
AT1G24260	AT5G53400	1
AT1G24260	AT5G53370	1
AT1G24260	AT5G53220	1
AT1G24260	AT5G53200	1
AT1G24260	AT5G53160	1
AT1G24260	AT5G53150	1
AT1G24260	AT5G52960	1
AT1G24260	AT5G52900	1
AT1G24260	AT5G52660	1
AT1G24260	AT5G52510	1
AT1G24260	AT5G52400	1
AT1G24260	AT5G52310	1
AT1G24260	AT5G52170	1
AT1G24260	AT5G52060	1
AT1G24260	AT5G51845	1
AT1G24260	AT5G51795	1
AT1G24260	AT5G51790	1
AT1G24260	AT5G51760	1
AT1G24260	AT5G51560	1
AT1G24260	AT5G51545	1
AT1G24260	AT5G51110	1
AT1G24260	AT5G50950	1
AT1G24260	AT5G50450	1
AT1G24260	AT5G50360	1
AT1G24260	AT5G50340	1
AT1G24260	AT5G50210	1
AT1G24260	AT5G50090	1
AT1G24260	AT5G50000	1
AT1G24260	AT5G49730	1
AT1G24260	AT5G49330	1
AT1G24260	AT5G49170	1
AT1G24260	AT5G49130	1
AT1G24260	AT5G49100	1
AT1G24260	AT5G49090	1
AT1G24260	AT5G48930	1
AT1G24260	AT5G48790	1
AT1G24260	AT5G48540	1
AT1G24260	AT5G48385	1
AT1G24260	AT5G48250	1
AT1G24260	AT5G47910	1
AT1G24260	AT5G47870	1
AT1G24260	AT5G47790	1
AT1G24260	AT5G47660	1
AT1G24260	AT5G47640	1
AT1G24260	AT5G47610	1
AT1G24260	AT5G47570	1
AT1G24260	AT5G47560	1
AT1G24260	AT5G47520	1
AT1G24260	AT5G47500	1
AT1G24260	AT5G47380	1
AT1G24260	AT5G47370	1
AT1G24260	AT5G47330	1
AT1G24260	AT5G47220	1
AT1G24260	AT5G47180	1
AT1G24260	AT5G47110	1
AT1G24260	AT5G47010	1
AT1G24260	AT5G46820	1
AT1G24260	AT5G46710	1
AT1G24260	AT5G46690	1
AT1G24260	AT5G46570	1
AT1G24260	AT5G46370	1
AT1G24260	AT5G45950	1
AT1G24260	AT5G45850	1
AT1G24260	AT5G45800	1
AT1G24260	AT5G45660	1
AT1G24260	AT5G45650	1
AT1G24260	AT5G45340	1
AT1G24260	AT5G45307	1
AT1G24260	AT5G45280	1
AT1G24260	AT5G45100	1
AT1G24260	AT5G44910	1
AT1G24260	AT5G44680	1
AT1G24260	AT5G44670	1
AT1G24260	AT5G44660	1
AT1G24260	AT5G44590	1
AT1G24260	AT5G44568	1
AT1G24260	AT5G44260	1
AT1G24260	AT5G43700	1
AT1G24260	AT5G43410	1
AT1G24260	AT5G43270	1
AT1G24260	AT5G42750	1
AT1G24260	AT5G42650	1
AT1G24260	AT5G41900	1
AT1G24260	AT5G41860	1
AT1G24260	AT5G41600	1
AT1G24260	AT5G41260	1
AT1G24260	AT5G41100	1
AT1G24260	AT5G41050	1
AT1G24260	AT5G40740	1
AT1G24260	AT5G40540	1
AT1G24260	AT5G40470	1
AT1G24260	AT5G40170	1
AT1G24260	AT5G39860	1
AT1G24260	AT5G39785	1
AT1G24260	AT5G39635	1
AT1G24260	AT5G38520	1
AT1G24260	AT5G38410	1
AT1G24260	AT5G37540	1
AT1G24260	AT5G37020	1
AT1G24260	AT5G36880	1
AT1G24260	AT5G36160	1
AT1G24260	AT5G35770	1
AT1G24260	AT5G35180	1
AT1G24260	AT5G33320	1
AT1G24260	AT5G28770	1
AT1G24260	AT5G28640	1
AT1G24260	AT5G28300	1
AT1G24260	AT5G28030	1
AT1G24260	AT5G27320	1
AT1G24260	AT5G27030	1
AT1G24260	AT5G26940	1
AT1G24260	AT5G26790	1
AT1G24260	AT5G26147	1
AT1G24260	AT5G25830	1
AT1G24260	AT5G25620	1
AT1G24260	AT5G25610	1
AT1G24260	AT5G25460	1
AT1G24260	AT5G25290	1
AT1G24260	AT5G25210	1
AT1G24260	AT5G24830	1
AT1G24260	AT5G24270	1
AT1G24260	AT5G24040	1
AT1G24260	AT5G24010	1
AT1G24260	AT5G24000	1
AT1G24260	AT5G23870	1
AT1G24260	AT5G23850	1
AT1G24260	AT5G23750	1
