TF	Gene	Input
AT1G24260	AT1G72960	1
AT1G24260	AT3G25180	1
AT1G24260	AT3G49350	1
AT1G24260	AT4G01026	1
AT1G24260	AT5G13090	1
AT1G24260	AT3G53380	1
AT1G24260	AT3G14690	1
AT1G24260	AT2G44130	1
AT1G24260	AT4G30890	1
AT1G24260	AT5G11325	1
AT1G24260	AT3G53150	1
AT1G24260	AT4G02930	1
AT1G24260	AT2G38590	1
AT1G24260	AT2G43820	1
AT1G24260	AT1G73250	1
AT1G24260	AT2G45070	1
AT1G24260	AT3G57120	1
AT1G24260	AT5G65120	1
AT1G24260	AT2G41930	1
AT1G24260	AT2G45340	1
AT1G24260	AT2G45440	1
AT1G24260	AT1G44575	1
AT1G24260	AT4G16442	1
AT1G24260	AT5G55810	1
AT1G24260	AT1G17500	1
AT1G24260	AT3G11920	1
AT1G24260	AT2G39230	1
AT1G24260	AT2G19220	1
AT1G24260	AT5G14080	1
AT1G24260	AT3G50020	1
AT1G24260	AT5G06860	1
AT1G24260	AT2G44570	1
AT1G24260	AT2G26690	1
AT1G24260	AT2G44480	1
AT1G24260	AT2G44500	1
AT1G24260	AT4G13000	1
AT1G24260	AT5G49440	1
AT1G24260	AT4G37510	1
AT1G24260	AT2G41370	1
AT1G24260	AT2G40480	1
AT1G24260	AT3G02100	1
AT1G24260	AT5G17870	1
AT1G24260	AT5G12890	1
AT1G24260	AT5G16340	1
AT1G24260	AT5G37300	1
AT1G24260	AT5G18670	1
AT1G24260	AT5G01595	1
AT1G24260	AT4G14400	1
AT1G24260	AT5G17230	1
AT1G24260	AT5G47000	1
AT1G24260	AT3G57110	1
AT1G24260	AT5G16190	1
AT1G24260	AT5G15110	1
AT1G24260	AT3G44450	1
AT1G24260	AT3G01820	1
AT1G24260	AT2G13790	1
AT1G24260	AT5G15230	1
AT1G24260	AT2G22480	1
AT1G24260	AT5G62720	1
AT1G24260	AT1G28580	1
AT1G24260	AT5G15970	1
AT1G24260	AT2G20130	1
AT1G24260	AT3G28860	1
AT1G24260	AT5G60600	1
AT1G24260	AT5G57710	1
AT1G24260	AT4G28750	1
AT1G24260	AT3G23820	1
AT1G24260	AT4G01980	1
AT1G24260	AT5G14740	1
AT1G24260	AT2G20060	1
AT1G24260	AT3G03870	1
AT1G24260	AT5G10870	1
AT1G24260	AT5G46240	1
AT1G24260	AT1G58520	1
AT1G24260	AT3G10560	1
AT1G24260	AT3G63240	1
AT1G24260	AT3G48350	1
AT1G24260	AT2G20320	1
AT1G24260	AT2G18940	1
AT1G24260	AT5G06570	1
AT1G24260	AT5G10150	1
AT1G24260	AT3G46550	1
AT1G24260	AT4G39080	1
AT1G24260	AT2G31740	1
AT1G24260	AT2G30380	1
AT1G24260	AT2G45730	1
AT1G24260	AT2G36470	1
AT1G24260	AT5G08370	1
AT1G24260	AT2G37140	1
AT1G24260	AT4G26200	1
AT1G24260	AT4G38080	1
AT1G24260	AT3G60540	1
AT1G24260	AT4G35180	1
AT1G24260	AT3G27770	1
AT1G24260	AT3G22410	1
AT1G24260	AT4G11530	1
AT1G24260	AT4G16990	1
AT1G24260	AT5G49510	1
AT1G24260	AT1G03870	1
AT1G24260	AT3G43810	1
AT1G24260	AT2G37678	1
AT1G24260	AT2G40430	1
AT1G24260	AT2G44600	1
AT1G24260	AT2G36800	1
AT1G24260	AT2G38110	1
AT1G24260	AT4G11410	1
AT1G24260	AT2G34185	1
AT1G24260	AT2G37210	1
AT1G24260	AT2G30090	1
AT1G24260	AT3G63220	1
AT1G24260	AT5G40800	1
AT1G24260	AT2G38860	1
AT1G24260	AT5G22460	1
AT1G24260	AT1G27710	1
AT1G24260	AT5G14230	1
AT1G24260	AT2G18080	1
AT1G24260	AT2G47430	1
AT1G24260	AT4G35620	1
AT1G24260	AT5G12900	1
AT1G24260	AT4G37420	1
AT1G24260	AT2G23690	1
AT1G24260	AT3G44720	1
AT1G24260	AT2G40880	1
AT1G24260	AT2G39710	1
AT1G24260	AT5G43810	1
AT1G24260	AT1G50790	1
AT1G24260	AT5G51260	1
AT1G24260	AT1G77880	1
AT1G24260	AT4G02650	1
AT1G24260	AT2G34640	1
AT1G24260	AT2G39700	1
AT1G24260	AT2G40400	1
AT1G24260	AT5G16160	1
AT1G24260	AT5G26010	1
AT1G24260	AT4G30996	1
AT1G24260	AT4G09900	1
AT1G24260	AT2G42330	1
AT1G24260	AT5G43150	1
AT1G24260	AT5G17980	1
AT1G24260	AT3G63070	1
AT1G24260	AT2G25320	1
AT1G24260	AT2G38940	1
AT1G24260	AT5G40720	1
AT1G24260	AT2G35820	1
AT1G24260	AT4G10360	1
AT1G24260	AT5G19040	1
AT1G24260	AT2G35950	1
AT1G24260	AT1G35780	1
AT1G24260	AT5G21990	1
AT1G24260	AT5G19190	1
AT1G24260	AT1G16510	1
AT1G24260	AT5G21140	1
AT1G24260	AT5G39250	1
AT1G24260	AT5G39040	1
AT1G24260	AT2G38120	1
AT1G24260	AT5G20630	1
AT1G24260	AT5G41380	1
AT1G24260	AT4G16270	1
AT1G24260	AT2G20290	1
AT1G24260	AT4G16610	1
AT1G24260	AT2G36940	1
AT1G24260	AT1G49140	1
AT1G24260	AT3G04240	1
AT1G24260	AT2G18980	1
AT1G24260	AT3G29580	1
AT1G24260	AT5G24155	1
AT1G24260	AT2G33750	1
AT1G24260	AT5G41070	1
AT1G24260	AT5G35430	1
AT1G24260	AT5G24530	1
AT1G24260	AT2G39410	1
AT1G24260	AT2G45260	1
AT1G24260	AT2G21188	1
AT1G24260	AT5G20150	1
AT1G24260	AT5G20110	1
AT1G24260	AT5G25040	1
AT1G24260	AT2G46790	1
AT1G24260	AT5G24780	1
AT1G24260	AT3G15020	1
AT1G24260	AT5G41390	1
AT1G24260	AT2G47780	1
AT1G24260	AT3G52840	1
AT1G24260	AT5G24910	1
AT1G24260	AT1G53830	1
AT1G24260	AT4G27740	1
AT1G24260	AT5G53550	1
AT1G24260	AT2G35640	1
AT1G24260	AT1G72310	1
AT1G24260	AT5G28410	1
AT1G24260	AT4G15610	1
AT1G24260	AT3G50070	1
AT1G24260	AT4G11485	1
AT1G24260	AT2G35200	1
AT1G24260	AT2G45640	1
AT1G24260	AT2G42885	1
AT1G24260	AT3G01150	1
AT1G24260	AT2G33180	1
AT1G24260	AT5G54850	1
AT1G24260	AT2G45790	1
AT1G24260	AT5G13370	1
AT1G24260	AT2G41880	1
AT1G24260	AT2G42420	1
AT1G24260	AT1G15530	1
AT1G24260	AT1G28200	1
AT1G24260	AT4G23250	1
AT1G24260	AT5G59770	1
AT1G24260	AT3G14010	1
AT1G24260	AT3G06130	1
AT1G24260	AT1G75750	1
AT1G24260	AT2G41705	1
AT1G24260	AT3G30340	1
AT1G24260	AT5G12170	1
AT1G24260	AT1G57680	1
AT1G24260	AT2G48010	1
AT1G24260	AT4G01530	1
AT1G24260	AT2G45170	1
AT1G24260	AT5G15410	1
AT1G24260	AT4G30074	1
AT1G24260	AT4G39520	1
AT1G24260	AT2G42580	1
AT1G24260	AT1G11600	1
AT1G24260	AT5G16030	1
AT1G24260	AT4G22550	1
AT1G24260	AT5G54700	1
AT1G24260	AT5G23210	1
AT1G24260	AT5G42040	1
AT1G24260	AT3G09922	1
AT1G24260	AT2G36600	1
AT1G24260	AT2G47860	1
AT1G24260	AT2G36430	1
AT1G24260	AT4G23000	1
AT1G24260	AT3G62760	1
AT1G24260	AT2G33570	1
AT1G24260	AT2G33510	1
AT1G24260	AT3G58650	1
AT1G24260	AT1G78970	1
AT1G24260	AT1G69870	1
AT1G24260	AT4G22830	1
AT1G24260	AT4G15620	1
AT1G24260	AT5G28020	1
AT1G24260	AT2G46860	1
AT1G24260	AT2G24360	1
AT1G24260	AT2G34925	1
AT1G24260	AT2G46490	1
AT1G24260	AT3G14340	1
AT1G24260	AT4G38690	1
AT1G24260	AT5G28240	1
AT1G24260	AT5G19350	1
AT1G24260	AT4G21900	1
AT1G24260	AT1G33270	1
AT1G24260	AT3G50930	1
AT1G24260	AT4G37080	1
AT1G24260	AT2G43350	1
AT1G24260	AT4G24040	1
AT1G24260	AT5G25280	1
AT1G24260	AT4G34580	1
AT1G24260	AT4G05105	1
AT1G24260	AT2G34790	1
AT1G24260	AT3G03210	1
AT1G24260	AT3G45680	1
AT1G24260	AT2G39290	1
AT1G24260	AT2G36040	1
AT1G24260	AT3G11270	1
AT1G24260	AT3G05140	1
AT1G24260	AT1G68060	1
AT1G24260	AT3G15630	1
AT1G24260	AT3G16785	1
AT1G24260	AT2G20260	1
AT1G24260	AT5G19340	1
AT1G24260	AT3G14960	1
AT1G24260	AT5G06720	1
AT1G24260	AT1G21310	1
AT1G24260	AT3G13130	1
AT1G24260	AT3G12060	1
AT1G24260	AT3G13970	1
AT1G24260	AT3G11340	1
AT1G24260	AT3G10630	1
AT1G24260	AT3G08590	1
AT1G24260	AT3G11090	1
AT1G24260	AT4G02405	1
AT1G24260	AT3G06030	1
AT1G24260	AT5G05435	1
AT1G24260	AT3G09870	1
AT1G24260	AT3G06125	1
AT1G24260	AT3G03840	1
AT1G24260	AT3G06145	1
AT1G24260	AT3G18773	1
AT1G24260	AT3G16370	1
AT1G24260	AT3G03480	1
AT1G24260	AT4G13630	1
AT1G24260	AT2G34655	1
AT1G24260	AT2G34540	1
AT1G24260	AT2G46430	1
AT1G24260	AT2G25900	1
AT1G24260	AT3G14370	1
AT1G24260	AT5G59960	1
AT1G24260	AT3G14750	1
AT1G24260	AT3G15860	1
AT1G24260	AT1G72520	1
AT1G24260	AT4G25730	1
AT1G24260	AT3G62660	1
AT1G24260	AT3G61050	1
AT1G24260	AT3G26750	1
AT1G24260	AT3G62160	1
AT1G24260	AT3G57440	1
AT1G24260	AT4G27610	1
AT1G24260	AT2G41290	1
AT1G24260	AT3G60520	1
AT1G24260	AT4G02050	1
AT1G24260	AT4G08740	1
AT1G24260	AT4G09620	1
AT1G24260	AT5G09870	1
AT1G24260	AT1G01420	1
AT1G24260	AT5G53650	1
AT1G24260	AT1G48320	1
AT1G24260	AT3G47210	1
AT1G24260	AT2G36307	1
AT1G24260	AT2G46330	1
AT1G24260	AT2G38290	1
AT1G24260	AT5G23940	1
AT1G24260	AT4G01330	1
AT1G24260	AT4G01090	1
AT1G24260	AT3G62750	1
AT1G24260	AT3G14000	1
AT1G24260	AT4G28703	1
AT1G24260	AT3G28857	1
AT1G24260	AT4G17870	1
AT1G24260	AT4G13350	1
AT1G24260	AT5G65305	1
AT1G24260	AT3G60740	1
AT1G24260	AT3G60670	1
AT1G24260	AT4G00880	1
AT1G24260	AT2G40800	1
AT1G24260	AT2G36590	1
AT1G24260	AT5G52390	1
AT1G24260	AT4G00530	1
AT1G24260	AT5G50860	1
AT1G24260	AT3G19570	1
AT1G24260	AT2G42600	1
AT1G24260	AT3G20460	1
AT1G24260	AT3G57040	1
AT1G24260	AT3G09820	1
AT1G24260	AT3G17630	1
AT1G24260	AT3G22400	1
AT1G24260	AT5G48880	1
AT1G24260	AT3G29636	1
AT1G24260	AT4G28025	1
AT1G24260	AT3G44820	1
AT1G24260	AT5G43630	1
AT1G24260	AT4G34520	1
AT1G24260	AT3G28720	1
AT1G24260	AT3G22420	1
AT1G24260	AT3G28917	1
AT1G24260	AT5G65880	1
AT1G24260	AT3G17310	1
AT1G24260	AT3G22970	1
AT1G24260	AT2G21220	1
AT1G24260	AT4G32990	1
AT1G24260	AT3G23080	1
AT1G24260	AT3G43580	1
AT1G24260	AT2G37925	1
AT1G24260	AT3G23120	1
AT1G24260	AT3G23637	1
AT1G24260	AT5G01215	1
AT1G24260	AT3G18840	1
AT1G24260	AT3G18830	1
AT1G24260	AT1G12330	1
AT1G24260	AT4G04200	1
AT1G24260	AT3G24170	1
AT1G24260	AT1G14620	1
AT1G24260	AT3G25570	1
AT1G24260	AT5G62370	1
AT1G24260	AT4G10695	1
AT1G24260	AT5G19410	1
AT1G24260	AT4G14815	1
AT1G24260	AT2G25260	1
AT1G24260	AT3G52520	1
AT1G24260	AT5G37960	1
AT1G24260	AT3G04080	1
AT1G24260	AT2G32020	1
AT1G24260	AT4G27070	1
AT1G24260	AT3G07680	1
AT1G24260	AT3G07320	1
AT1G24260	AT3G62830	1
AT1G24260	AT5G64410	1
AT1G24260	AT3G03820	1
AT1G24260	AT4G18800	1
AT1G24260	AT3G08850	1
AT1G24260	AT5G50350	1
AT1G24260	AT3G09980	1
AT1G24260	AT3G01360	1
AT1G24260	AT3G10360	1
AT1G24260	AT3G27410	1
AT1G24260	AT3G26990	1
AT1G24260	AT3G60760	1
AT1G24260	AT3G21750	1
AT1G24260	AT4G33945	1
AT1G24260	AT3G26190	1
AT1G24260	AT4G22580	1
AT1G24260	AT3G44990	1
AT1G24260	AT4G39030	1
AT1G24260	AT2G42790	1
AT1G24260	AT3G16360	1
AT1G24260	AT3G14770	1
AT1G24260	AT4G31500	1
AT1G24260	AT1G63500	1
AT1G24260	AT3G28415	1
AT1G24260	AT5G11360	1
AT1G24260	AT3G25670	1
AT1G24260	AT3G28340	1
AT1G24260	AT3G01880	1
AT1G24260	AT3G22440	1
AT1G24260	AT2G21187	1
AT1G24260	AT2G45690	1
AT1G24260	AT2G23700	1
AT1G24260	AT4G19200	1
AT1G24260	AT2G21780	1
AT1G24260	AT2G21580	1
AT1G24260	AT5G17840	1
AT1G24260	AT5G64870	1
AT1G24260	AT3G51950	1
AT1G24260	AT2G31130	1
AT1G24260	AT2G30490	1
AT1G24260	AT2G31810	1
AT1G24260	AT3G46780	1
AT1G24260	AT2G27490	1
AT1G24260	AT3G26680	1
AT1G24260	AT2G22970	1
AT1G24260	AT2G22805	1
AT1G24260	AT5G23250	1
AT1G24260	AT5G36960	1
AT1G24260	AT1G43920	1
AT1G24260	AT5G62860	1
AT1G24260	AT2G26170	1
AT1G24260	AT5G42620	1
AT1G24260	AT4G32000	1
AT1G24260	AT3G46630	1
AT1G24260	AT3G54660	1
AT1G24260	AT3G18540	1
AT1G24260	AT2G28056	1
AT1G24260	AT5G58450	1
AT1G24260	AT1G04220	1
AT1G24260	AT2G26270	1
AT1G24260	AT3G22120	1
AT1G24260	AT2G25200	1
AT1G24260	AT5G03130	1
AT1G24260	AT5G65040	1
AT1G24260	AT5G20540	1
AT1G24260	AT4G14723	1
AT1G24260	AT4G27270	1
AT1G24260	AT3G26290	1
AT1G24260	AT5G59710	1
AT1G24260	AT5G48650	1
AT1G24260	AT2G30240	1
AT1G24260	AT3G46010	1
AT1G24260	AT2G33150	1
AT1G24260	AT2G41750	1
AT1G24260	AT2G29970	1
AT1G24260	AT3G10150	1
AT1G24260	AT4G02440	1
AT1G24260	AT2G37960	1
AT1G24260	AT5G41890	1
AT1G24260	AT5G40890	1
AT1G24260	AT3G06870	1
AT1G24260	AT5G12950	1
AT1G24260	AT3G57660	1
AT1G24260	AT3G23410	1
AT1G24260	AT2G36830	1
AT1G24260	AT4G01800	1
AT1G24260	AT2G33800	1
AT1G24260	AT5G01365	1
AT1G24260	AT2G40110	1
AT1G24260	AT2G33320	1
AT1G24260	AT5G63050	1
AT1G24260	AT4G28040	1
AT1G24260	AT2G33310	1
AT1G24260	AT3G02810	1
AT1G24260	AT2G39885	1
AT1G24260	AT2G28190	1
AT1G24260	AT5G16480	1
AT1G24260	AT4G16820	1
AT1G24260	AT3G60280	1
AT1G24260	AT2G28850	1
AT1G24260	AT3G53420	1
AT1G24260	AT1G22040	1
AT1G24260	AT3G07005	1
AT1G24260	AT5G06660	1
AT1G24260	AT5G43450	1
AT1G24260	AT1G49320	1
AT1G24260	AT3G49880	1
AT1G24260	AT3G50860	1
AT1G24260	AT5G04720	1
AT1G24260	AT4G03935	1
AT1G24260	AT5G48960	1
AT1G24260	AT4G04470	1
AT1G24260	AT3G52450	1
AT1G24260	AT5G16210	1
AT1G24260	AT3G27210	1
AT1G24260	AT1G70050	1
AT1G24260	AT3G52940	1
AT1G24260	AT3G50530	1
AT1G24260	AT2G33890	1
AT1G24260	AT3G52710	1
AT1G24260	AT3G06860	1
AT1G24260	AT4G03820	1
AT1G24260	AT5G48170	1
AT1G24260	AT2G34770	1
AT1G24260	AT4G09890	1
AT1G24260	AT4G02600	1
AT1G24260	AT4G36520	1
AT1G24260	AT5G23480	1
AT1G24260	AT4G11350	1
AT1G24260	AT3G04510	1
AT1G24260	AT2G33350	1
AT1G24260	AT4G04630	1
AT1G24260	AT3G13682	1
AT1G24260	AT4G17890	1
AT1G24260	AT4G04640	1
AT1G24260	AT5G60880	1
AT1G24260	AT4G03110	1
AT1G24260	AT2G38170	1
AT1G24260	AT4G09100	1
AT1G24260	AT3G61310	1
AT1G24260	AT3G54010	1
AT1G24260	AT2G33385	1
AT1G24260	AT1G62380	1
AT1G24260	AT1G67300	1
AT1G24260	AT5G04810	1
AT1G24260	AT3G60510	1
AT1G24260	AT3G59930	1
AT1G24260	AT2G34650	1
AT1G24260	AT4G12320	1
AT1G24260	AT1G05550	1
AT1G24260	AT3G54826	1
AT1G24260	AT2G28540	1
AT1G24260	AT4G18570	1
AT1G24260	AT3G55760	1
AT1G24260	AT3G53280	1
AT1G24260	AT3G53960	1
AT1G24260	AT1G52827	1
AT1G24260	AT1G15270	1
AT1G24260	AT4G28910	1
AT1G24260	AT3G56710	1
AT1G24260	AT5G19140	1
AT1G24260	AT3G48780	1
AT1G24260	AT1G21150	1
AT1G24260	AT2G41330	1
AT1G24260	AT5G57480	1
AT1G24260	AT3G04640	1
AT1G24260	AT1G07700	1
AT1G24260	AT3G56700	1
AT1G24260	AT3G13784	1
AT1G24260	AT3G57280	1
AT1G24260	AT5G11310	1
AT1G24260	AT4G23496	1
AT1G24260	AT1G35510	1
AT1G24260	AT5G40340	1
AT1G24260	AT5G10945	1
AT1G24260	AT5G56510	1
AT1G24260	AT5G46720	1
AT1G24260	AT3G48450	1
AT1G24260	AT1G50650	1
AT1G24260	AT5G01410	1
AT1G24260	AT3G52460	1
AT1G24260	AT1G47530	1
AT1G24260	AT1G69410	1
AT1G24260	AT4G17680	1
AT1G24260	AT3G59210	1
AT1G24260	AT5G02410	1
AT1G24260	AT1G70350	1
AT1G24260	AT5G63040	1
AT1G24260	AT3G53470	1
AT1G24260	AT1G67400	1
AT1G24260	AT3G23740	1
AT1G24260	AT1G67190	1
AT1G24260	AT4G17950	1
AT1G24260	AT1G68825	1
AT1G24260	AT5G67310	1
AT1G24260	AT5G43260	1
AT1G24260	AT1G68580	1
AT1G24260	AT1G72410	1
AT1G24260	AT1G75300	1
AT1G24260	AT3G51400	1
AT1G24260	AT1G75070	1
AT1G24260	AT1G75250	1
AT1G24260	AT1G75460	1
AT1G24260	AT5G60190	1
AT1G24260	AT1G76590	1
AT1G24260	AT1G75500	1
AT1G24260	AT2G41740	1
AT1G24260	AT1G72990	1
AT1G24260	AT1G73060	1
AT1G24260	AT2G30810	1
AT1G24260	AT5G13280	1
AT1G24260	AT1G13700	1
AT1G24260	AT1G74380	1
AT1G24260	AT5G07240	1
AT1G24260	AT1G73600	1
AT1G24260	AT1G74030	1
AT1G24260	AT1G54180	1
AT1G24260	AT1G54210	1
AT1G24260	AT1G53760	1
AT1G24260	AT3G02690	1
AT1G24260	AT1G54820	1
AT1G24260	AT1G55850	1
AT1G24260	AT1G56240	1
AT1G24260	AT1G55260	1
AT1G24260	AT1G55270	1
AT1G24260	AT1G51150	1
AT1G24260	AT1G51160	1
AT1G24260	AT5G26230	1
AT1G24260	AT1G26930	1
AT1G24260	AT1G51400	1
AT1G24260	AT1G52155	1
AT1G24260	AT5G59385	1
AT1G24260	AT1G10657	1
AT1G24260	AT1G52000	1
AT1G24260	AT1G56630	1
AT1G24260	AT1G63950	1
AT1G24260	AT1G64760	1
AT1G24260	AT1G63090	1
AT1G24260	AT5G10090	1
AT1G24260	AT4G21220	1
AT1G24260	AT1G65960	1
AT1G24260	AT1G66840	1
AT1G24260	AT2G35070	1
AT1G24260	AT1G65950	1
AT1G24260	AT1G57980	1
AT1G24260	AT1G56680	1
AT1G24260	AT1G23860	1
AT1G24260	AT4G36050	1
AT1G24260	AT3G58130	1
AT1G24260	AT1G62830	1
AT1G24260	AT1G61255	1
AT1G24260	AT1G61667	1
AT1G24260	AT1G76954	1
AT1G24260	AT4G33950	1
AT1G24260	AT1G06650	1
AT1G24260	AT4G32940	1
AT1G24260	AT2G11810	1
AT1G24260	AT1G78260	1
AT1G24260	AT1G50430	1
AT1G24260	AT1G80865	1
AT1G24260	AT5G66052	1
AT1G24260	AT2G41470	1
AT1G24260	AT2G16940	1
AT1G24260	AT2G17230	1
AT1G24260	AT2G16410	1
AT1G24260	AT1G51130	1
AT1G24260	AT2G17480	1
AT1G24260	AT2G17780	1
AT1G24260	AT2G17870	1
AT1G24260	AT1G25230	1
AT1G24260	AT2G17560	1
AT1G24260	AT4G30700	1
AT1G24260	AT3G52480	1
AT1G24260	AT5G64735	1
AT1G24260	AT2G32150	1
AT1G24260	AT5G49680	1
AT1G24260	AT1G51460	1
AT1G24260	AT4G21745	1
AT1G24260	AT5G23430	1
AT1G24260	AT2G15420	1
AT1G24260	AT2G34780	1
AT1G24260	AT3G25760	1
AT1G24260	AT1G12080	1
AT1G24260	AT4G18820	1
AT1G24260	AT5G38120	1
AT1G24260	AT3G28220	1
AT1G24260	AT2G10410	1
AT1G24260	AT1G28350	1
AT1G24260	AT5G59070	1
AT1G24260	AT2G46560	1
AT1G24260	AT4G00140	1
AT1G24260	AT5G52430	1
AT1G24260	AT1G02840	1
AT1G24260	AT1G80500	1
AT1G24260	AT5G05800	1
AT1G24260	AT2G01860	1
AT1G24260	AT2G01905	1
AT1G24260	AT2G01520	1
AT1G24260	AT2G41410	1
AT1G24260	AT3G50270	1
AT1G24260	AT1G77890	1
AT1G24260	AT1G77600	1
AT1G24260	AT4G26270	1
AT1G24260	AT1G78100	1
AT1G24260	AT4G30710	1
AT1G24260	AT1G79000	1
AT1G24260	AT4G23260	1
AT1G24260	AT2G03070	1
AT1G24260	AT2G01980	1
AT1G24260	AT5G48200	1
AT1G24260	AT2G14080	1
AT1G24260	AT4G29720	1
AT1G24260	AT2G27830	1
AT1G24260	AT2G14750	1
AT1G24260	AT2G15900	1
AT1G24260	AT2G16370	1
AT1G24260	AT2G15320	1
AT1G24260	AT2G29320	1
AT1G24260	AT2G03440	1
AT1G24260	AT2G03980	1
AT1G24260	AT2G03020	1
AT1G24260	AT1G78460	1
AT1G24260	AT2G04380	1
AT1G24260	AT2G05290	1
AT1G24260	AT2G06255	1
AT1G24260	AT1G09812	1
AT1G24260	AT2G04800	1
AT1G24260	AT5G22400	1
AT1G24260	AT1G11210	1
AT1G24260	AT1G11310	1
AT1G24260	AT1G51440	1
AT1G24260	AT1G11000	1
AT1G24260	AT4G32810	1
AT1G24260	AT1G12150	1
AT1G24260	AT3G17190	1
AT1G24260	AT2G36750	1
AT1G24260	AT1G11840	1
AT1G24260	AT3G44950	1
AT1G24260	AT1G08910	1
AT1G24260	AT1G08300	1
AT1G24260	AT1G08315	1
AT1G24260	AT1G09440	1
AT1G24260	AT2G04550	1
AT1G24260	AT1G10550	1
AT1G24260	AT1G09640	1
AT1G24260	AT2G17500	1
AT1G24260	AT4G32060	1
AT1G24260	AT1G15800	1
AT1G24260	AT4G14615	1
AT1G24260	AT3G44440	1
AT1G24260	AT1G15660	1
AT1G24260	AT3G19100	1
AT1G24260	AT5G07360	1
AT1G24260	AT1G18410	1
AT1G24260	AT1G16710	1
AT1G24260	AT1G16950	1
AT1G24260	AT2G32430	1
AT1G24260	AT1G13930	1
AT1G24260	AT1G13195	1
AT1G24260	AT1G33170	1
AT1G24260	AT5G15060	1
AT1G24260	AT1G14890	1
AT1G24260	AT2G45330	1
AT1G24260	AT3G25590	1
AT1G24260	AT1G14770	1
AT1G24260	AT1G60940	1
AT1G24260	AT1G02060	1
AT1G24260	AT1G01510	1
AT1G24260	AT1G01590	1
AT1G24260	AT1G79630	1
AT1G24260	AT1G23820	1
AT1G24260	AT4G09160	1
AT1G24260	AT1G02880	1
AT1G24260	AT1G03160	1
AT1G24260	AT3G13570	1
AT1G24260	AT1G64900	1
AT1G24260	AT5G24880	1
AT1G24260	AT1G53520	1
AT1G24260	AT5G47120	1
AT1G24260	AT4G10120	1
AT1G24260	AT5G55960	1
AT1G24260	AT1G01120	1
AT1G24260	AT1G01130	1
AT1G24260	AT1G03930	1
AT1G24260	AT1G07090	1
AT1G24260	AT4G36470	1
AT1G24260	AT1G06920	1
AT1G24260	AT1G07080	1
AT1G24260	AT5G15580	1
AT1G24260	AT1G29170	1
AT1G24260	AT1G07760	1
AT1G24260	AT1G07540	1
AT1G24260	AT1G07680	1
AT1G24260	AT1G21100	1
AT1G24260	AT1G04610	1
AT1G24260	AT3G01680	1
AT1G24260	AT1G04320	1
AT1G24260	AT1G05170	1
AT1G24260	AT1G05850	1
AT1G24260	AT1G06050	1
AT1G24260	AT1G05470	1
AT1G24260	AT3G60120	1
AT1G24260	AT1G18610	1
AT1G24260	AT1G13360	1
AT1G24260	AT5G16350	1
AT1G24260	AT1G32210	1
AT1G24260	AT1G32660	1
AT1G24260	AT1G35350	1
AT1G24260	AT1G43650	1
AT1G24260	AT1G43710	1
AT1G24260	AT2G30360	1
AT1G24260	AT5G22430	1
AT1G24260	AT1G29500	1
AT1G24260	AT2G32960	1
AT1G24260	AT1G29290	1
AT1G24260	AT1G29440	1
AT1G24260	AT1G30620	1
AT1G24260	AT3G26080	1
AT1G24260	AT1G31910	1
AT1G24260	AT1G31040	1
AT1G24260	AT1G31550	1
AT1G24260	AT2G25850	1
AT1G24260	AT1G49630	1
AT1G24260	AT5G59880	1
AT1G24260	AT1G49450	1
AT1G24260	AT1G49510	1
AT1G24260	AT1G49740	1
AT1G24260	AT1G55920	1
AT1G24260	AT1G50590	1
AT1G24260	AT1G50020	1
AT1G24260	AT1G21540	1
AT1G24260	AT1G45230	1
AT1G24260	AT1G69370	1
AT1G24260	AT5G14210	1
AT1G24260	AT1G45201	1
AT1G24260	AT3G61070	1
AT1G24260	AT1G49230	1
AT1G24260	AT2G46300	1
AT1G24260	AT5G58530	1
AT1G24260	AT5G24520	1
AT1G24260	AT5G03380	1
AT1G24260	AT1G50290	1
AT1G24260	AT3G47790	1
AT1G24260	AT1G80610	1
AT1G24260	AT4G21740	1
AT1G24260	AT4G39980	1
AT1G24260	AT1G72280	1
AT1G24260	AT1G78030	1
AT1G24260	AT2G47370	1
AT1G24260	AT5G20280	1
AT1G24260	AT2G27810	1
AT1G24260	AT5G57685	1
AT1G24260	AT3G11690	1
AT1G24260	AT5G08510	1
AT1G24260	AT2G38920	1
AT1G24260	AT4G19950	1
AT1G24260	AT4G18350	1
AT1G24260	AT5G06790	1
AT1G24260	AT2G47560	1
AT1G24260	AT1G21520	1
AT1G24260	AT4G36150	1
AT1G24260	AT4G30975	1
AT1G24260	AT2G19570	1
AT1G24260	AT5G66600	1
AT1G24260	AT1G10950	1
AT1G24260	AT1G67890	1
AT1G24260	AT4G34930	1
AT1G24260	AT4G35060	1
AT1G24260	AT5G04830	1
AT1G24260	AT4G39830	1
AT1G24260	AT2G21140	1
AT1G24260	AT5G01350	1
AT1G24260	AT3G44735	1
AT1G24260	AT5G22620	1
AT1G24260	AT3G53460	1
AT1G24260	AT2G29810	1
AT1G24260	AT3G14260	1
AT1G24260	AT1G01900	1
AT1G24260	AT3G11900	1
AT1G24260	AT1G12550	1
AT1G24260	AT3G05030	1
AT1G24260	AT1G78040	1
AT1G24260	AT5G38610	1
AT1G24260	AT5G57550	1
AT1G24260	AT1G08510	1
AT1G24260	AT5G27150	1
AT1G24260	AT5G63500	1
AT1G24260	AT4G35220	1
AT1G24260	AT5G62760	1
AT1G24260	AT5G66560	1
AT1G24260	AT5G56890	1
