TF	Gene	Score
GATA3	C14ORF80	1
GATA3	C17ORF49	1
GATA3	C1ORF54	1
GATA3	C2CD2L	1
GATA3	C9ORF23	1
GATA3	CBX5	1
GATA3	CCDC58	1
GATA3	CCL18	1
GATA3	CCND2	1
GATA3	CD4	1
GATA3	CD74	1
GATA3	CDK4	1
GATA3	CELF2	1
GATA3	CIC	1
GATA3	CISH	1
GATA3	CLIC1	1
GATA3	COL11A2	1
GATA3	CRIP1	1
GATA3	CSRNP1	1
GATA3	CUTA	1
GATA3	CXCR4	1
GATA3	CXXC5	1
GATA3	CYFIP2	1
GATA3	CYTIP	1
GATA3	DCTN3	1
GATA3	DDAH2	1
GATA3	DGKA	1
GATA3	DNAJC7	1
GATA3	DPAGT1	1
GATA3	DUSP2	1
GATA3	DVL2	1
GATA3	EDN1	1
GATA3	EML2	1
GATA3	ETS1	1
GATA3	FAM158A	1
GATA3	FAM162A	1
GATA3	FAM167B	1
GATA3	FAM53C	1
GATA3	FAM65B	1
GATA3	FANK1	1
GATA3	FAU	1
GATA3	FLI1	1
GATA3	FLJ45983	1
GATA3	FOXJ2	1
GATA3	FOXN3	1
GATA3	FYB	1
GATA3	FYN	1
GATA3	GABARAP	1
GATA3	GATA3	1
GATA3	GBF1	1
GATA3	GGT7	1
GATA3	GNG2	1
GATA3	GNG8	1
GATA3	GPR61	1
GATA3	GRIN2D	1
GATA3	GSDMB	1
GATA3	H2AFX	1
GATA3	HDAC7	1
GATA3	HECTD3	1
GATA3	HMBS	1
GATA3	HNRNPA1	1
GATA3	HOXA7	1
GATA3	HOXC9	1
GATA3	ID2	1
GATA3	IL11RA	1
GATA3	ITGB7	1
GATA3	ITPRIP	1
GATA3	KDELR1	1
GATA3	KDM6B	1
GATA3	KIAA0748	1
GATA3	KLF3	1
GATA3	LAMTOR1	1
GATA3	LBH	1
GATA3	LBX2	1
GATA3	LCK	1
GATA3	LDB1	1
GATA3	LEF1	1
GATA3	LIN37	1
GATA3	LIX1L	1
GATA3	LMO4	1
GATA3	LPIN1	1
GATA3	LTA	1
GATA3	LTB	1
GATA3	LTB4R2	1
GATA3	LZTS2	1
GATA3	MADD	1
GATA3	MAP1A	1
GATA3	MAP3K12	1
GATA3	MAP7D1	1
GATA3	MAPKAPK3	1
GATA3	MAZ	1
GATA3	MBNL1	1
GATA3	MED15	1
GATA3	MEF2D	1
GATA3	MORC2	1
GATA3	MRPL49	1
GATA3	MRPS18B	1
GATA3	MSH5	1
GATA3	MTMR4	1
GATA3	MYCBP2	1
GATA3	MYST4	1
GATA3	NDUFA4L2	1
GATA3	NKIRAS2	1
GATA3	NPAT	1
GATA3	NR1D1	1
GATA3	NR4A2	1
GATA3	NXPH4	1
GATA3	ORMDL3	1
GATA3	OSGEP	1
GATA3	PCBP4	1
GATA3	PCGF1	1
GATA3	PDE4DIP	1
GATA3	PER1	1
GATA3	PFN1	1
GATA3	PHF23	1
GATA3	PHF6	1
GATA3	PIGV	1
GATA3	PIK3R1	1
GATA3	PLAGL2	1
GATA3	PLCD1	1
GATA3	PLK3	1
GATA3	POFUT1	1
GATA3	POLR3GL	1
GATA3	PPP1R10	1
GATA3	PRDM1	1
GATA3	PRRT2	1
GATA3	PSD4	1
GATA3	PSENEN	1
GATA3	PSMB8	1
GATA3	PSME1	1
GATA3	PSME2	1
GATA3	PTPN6	1
GATA3	PTPN7	1
GATA3	PURA	1
GATA3	RAB34	1
GATA3	RARG	1
GATA3	RASSF5	1
GATA3	RHOG	1
GATA3	RHOH	1
GATA3	RNF167	1
GATA3	RNF31	1
GATA3	RNF5	1
GATA3	RPL23A	1
GATA3	RPL23AP42	1
GATA3	RPS11	1
GATA3	RXRB	1
GATA3	S100A4	1
GATA3	S100A5	1
GATA3	S100A6	1
GATA3	SATB1	1
GATA3	SGK1	1
GATA3	SH2B3	1
GATA3	SH3BGRL3	1
GATA3	SHOX2	1
GATA3	SKAP1	1
GATA3	SKP1	1
GATA3	SLC25A11	1
GATA3	SLC39A7	1
GATA3	SMAD7	1
GATA3	SMG5	1
GATA3	SMG7	1
GATA3	SNAI1	1
GATA3	SORL1	1
GATA3	SOS1	1
GATA3	SPOP	1
GATA3	SSBP3	1
GATA3	ST8SIA4	1
GATA3	STIM2	1
GATA3	STX5	1
GATA3	SYNGAP1	1
GATA3	TARBP2	1
GATA3	TCF7	1
GATA3	TCP11L2	1
GATA3	TCTEX1D4	1
GATA3	TDRD3	1
GATA3	THRA	1
GATA3	TLCD1	1
GATA3	TLE3	1
GATA3	TM7SF2	1
GATA3	TMEM149	1
GATA3	TMEM161B	1
GATA3	TMEM55B	1
GATA3	TMEM79	1
GATA3	TNF	1
GATA3	TP53BP1	1
GATA3	TSPAN31	1
GATA3	TXNDC11	1
GATA3	U2AF1L4	1
GATA3	UBE2B	1
GATA3	UBE4A	1
GATA3	UCP3	1
GATA3	UROD	1
GATA3	VAMP5	1
GATA3	VAMP8	1
GATA3	WDR74	1
GATA3	WIBG	1
GATA3	WIPF1	1
GATA3	WNT1	1
GATA3	WNT10B	1
GATA3	ZBTB1	1
GATA3	ZBTB25	1
GATA3	ZBTB39	1
GATA3	ZBTB7B	1
GATA3	ZFP36	1
GATA3	ZFPM1	1
GATA3	ZNF219	1
GATA3	ZNHIT2	1
GATA4	ADAMTS4	1
GATA4	ADIPOR1	1
GATA4	AGAP2	1
GATA4	AGER	1
GATA4	AHDC1	1
GATA4	AHNAK	1
GATA4	ALOXE3	1
GATA4	AMPD3	1
GATA4	ANKRD34A	1
GATA4	APEX1	1
GATA4	ARHGEF2	1
GATA4	ARID5B	1
GATA4	ARL6IP5	1
GATA4	ARRB1	1
GATA4	ATM	1
GATA4	ATP2A3	1
GATA4	ATXN7L2	1
GATA4	BATF	1
GATA4	BAZ2A	1
GATA4	BCL11B	1
GATA4	BCL6	1
GATA4	BCL6B	1
GATA4	BCL9L	1
GATA4	BIN3	1
GATA4	BLZF1	1
GATA4	BTG1	1
GATA4	BZRAP1	1
GATA4	C14ORF43	1
GATA4	C17ORF49	1
GATA4	C1ORF54	1
GATA4	CBX5	1
GATA4	CCDC58	1
GATA4	CCL18	1
GATA4	CCR7	1
GATA4	CD4	1
GATA4	CD44	1
GATA4	CDKL3	1
GATA4	CELF2	1
GATA4	CLIC1	1
GATA4	CUTA	1
GATA4	CXXC5	1
GATA4	CYB561D1	1
GATA4	CYFIP2	1
GATA4	CYTIP	1
GATA4	DAAM1	1
GATA4	DCTN4	1
GATA4	DDAH2	1
GATA4	DGKA	1
GATA4	DLX2	1
GATA4	DMTF1	1
GATA4	DPAGT1	1
GATA4	DPH2	1
GATA4	DYNLL2	1
GATA4	EIF6	1
GATA4	ESYT1	1
GATA4	ETS1	1
GATA4	FAM158A	1
GATA4	FAM162A	1
GATA4	FAM65B	1
GATA4	FANK1	1
GATA4	FLI1	1
GATA4	FOXJ2	1
GATA4	FOXP1	1
GATA4	FYB	1
GATA4	FYN	1
GATA4	GLI1	1
GATA4	GPR61	1
GATA4	GPR84	1
GATA4	GSDMB	1
GATA4	GSK3B	1
GATA4	H2AFX	1
GATA4	HDAC7	1
GATA4	HECTD3	1
GATA4	HES7	1
GATA4	HINFP	1
GATA4	HNRNPA1	1
GATA4	HOXC9	1
GATA4	ID2	1
GATA4	IL11RA	1
GATA4	INHBE	1
GATA4	ITGA5	1
GATA4	ITPRIP	1
GATA4	KBTBD4	1
GATA4	KDM6B	1
GATA4	KIAA1949	1
GATA4	KLF3	1
GATA4	KLHDC9	1
GATA4	LAMTOR1	1
GATA4	LBH	1
GATA4	LDB1	1
GATA4	LEF1	1
GATA4	LIX1L	1
GATA4	LMO4	1
GATA4	LPIN1	1
GATA4	MADD	1
GATA4	MAP3K12	1
GATA4	MBNL1	1
GATA4	MEF2D	1
GATA4	MGAT1	1
GATA4	MGAT4A	1
GATA4	MLL	1
GATA4	MORC2	1
GATA4	MRPS18B	1
GATA4	MYCBP2	1
GATA4	MYL6	1
GATA4	MYL6B	1
GATA4	MYST4	1
GATA4	NDUFS2	1
GATA4	NDUFS3	1
GATA4	NELF	1
GATA4	NFKBIE	1
GATA4	NME7	1
GATA4	NPAT	1
GATA4	NR1D1	1
GATA4	ORMDL3	1
GATA4	OSGEP	1
GATA4	PDE4DIP	1
GATA4	PEF1	1
GATA4	PHF12	1
GATA4	PIK3R1	1
GATA4	PLAGL2	1
GATA4	POFUT1	1
GATA4	POLR3GL	1
GATA4	PPP1R10	1
GATA4	PRDM1	1
GATA4	PSMB8	1
GATA4	PSME1	1
GATA4	PSME2	1
GATA4	PURA	1
GATA4	PVRL4	1
GATA4	RARA	1
GATA4	RARG	1
GATA4	RASSF5	1
GATA4	RHOG	1
GATA4	RHOH	1
GATA4	RNF31	1
GATA4	SATB1	1
GATA4	SDHD	1
GATA4	SGK1	1
GATA4	SKAP1	1
GATA4	SKP1	1
GATA4	SLC35B2	1
GATA4	SMAD7	1
GATA4	SMG7	1
GATA4	SORL1	1
GATA4	SPOP	1
GATA4	STIM2	1
GATA4	SYNGAP1	1
GATA4	TARBP2	1
GATA4	TCF7	1
GATA4	TCP11L2	1
GATA4	TIMM8B	1
GATA4	TMEM120B	1
GATA4	TMEM161B	1
GATA4	TMEM55B	1
GATA4	TOP2B	1
GATA4	TSPAN31	1
GATA4	UBE2B	1
GATA4	UBE4A	1
GATA4	UROD	1
GATA4	WIBG	1
GATA4	WIPF1	1
GATA4	ZBTB1	1
GATA4	ZBTB25	1
GATA4	ZBTB39	1
GATA4	ZBTB7B	1
GATA4	ZFPM1	1
GATA4	ZNF219	1
GATA4	ZNF569	1
GATA4	ZNF570	1
GATA5	ADIPOR1	1
GATA5	AGAP2	1
GATA5	ANKRD34A	1
GATA5	APEX1	1
GATA5	ARID5B	1
GATA5	ARL6IP5	1
GATA5	ATM	1
GATA5	BAZ2A	1
GATA5	BCL11B	1
GATA5	BCL6	1
GATA5	BTG1	1
GATA5	BZRAP1	1
GATA5	C14ORF43	1
GATA5	C1ORF54	1
GATA5	CBX5	1
GATA5	CCDC58	1
GATA5	CCL18	1
GATA5	CD4	1
GATA5	CELF2	1
GATA5	CYFIP2	1
GATA5	CYTIP	1
GATA5	DGKA	1
GATA5	DPAGT1	1
GATA5	ETS1	1
GATA5	FAM158A	1
GATA5	FAM162A	1
GATA5	FAM65B	1
GATA5	FANK1	1
GATA5	FLI1	1
GATA5	FOXJ2	1
GATA5	FYB	1
GATA5	FYN	1
GATA5	GPR61	1
GATA5	GSDMB	1
GATA5	H2AFX	1
GATA5	HECTD3	1
GATA5	HNRNPA1	1
GATA5	ID2	1
GATA5	IL11RA	1
GATA5	KLF3	1
GATA5	LAMTOR1	1
GATA5	LBH	1
GATA5	LIX1L	1
GATA5	LPIN1	1
GATA5	MADD	1
GATA5	MBNL1	1
GATA5	MEF2D	1
GATA5	MORC2	1
GATA5	MRPS18B	1
GATA5	MYCBP2	1
GATA5	MYST4	1
GATA5	NPAT	1
GATA5	ORMDL3	1
GATA5	OSGEP	1
GATA5	PDE4DIP	1
GATA5	PIK3R1	1
GATA5	PLAGL2	1
GATA5	POFUT1	1
GATA5	POLR3GL	1
GATA5	PPP1R10	1
GATA5	PRDM1	1
GATA5	PSMB8	1
GATA5	PSME1	1
GATA5	PSME2	1
GATA5	PURA	1
GATA5	RASSF5	1
GATA5	RHOG	1
GATA5	RHOH	1
GATA5	RNF31	1
GATA5	SATB1	1
GATA5	SGK1	1
GATA5	SKAP1	1
GATA5	SKP1	1
GATA5	SMAD7	1
GATA5	SMG7	1
GATA5	SORL1	1
GATA5	SPOP	1
GATA5	STIM2	1
GATA5	SYNGAP1	1
GATA5	TCP11L2	1
GATA5	TMEM161B	1
GATA5	TMEM55B	1
GATA5	TSPAN31	1
GATA5	UBE2B	1
GATA5	UBE4A	1
GATA5	UROD	1
GATA5	WIPF1	1
GATA5	ZBTB1	1
GATA5	ZBTB25	1
GATA5	ZBTB39	1
GATA5	ZBTB7B	1
GATA5	ZFPM1	1
GATA5	ZNF219	1
GATA6	ADIPOR1	1
GATA6	AGAP2	1
GATA6	AGER	1
GATA6	ANKRD34A	1
GATA6	APEX1	1
GATA6	ARID1A	1
GATA6	ARID5B	1
GATA6	ARL6IP5	1
GATA6	ATM	1
GATA6	ATXN1	1
GATA6	BAZ2A	1
GATA6	BCL11B	1
GATA6	BCL6	1
GATA6	BTG1	1
GATA6	BZRAP1	1
GATA6	C14ORF43	1
GATA6	C17ORF91	1
GATA6	C1ORF54	1
GATA6	C9ORF23	1
GATA6	CBX5	1
GATA6	CCDC58	1
GATA6	CCL18	1
GATA6	CCND2	1
GATA6	CD4	1
GATA6	CDK4	1
GATA6	CDKN1B	1
GATA6	CELF2	1
GATA6	CISH	1
GATA6	CITED2	1
GATA6	CXCR4	1
GATA6	CYFIP2	1
GATA6	CYTIP	1
GATA6	DCTN3	1
GATA6	DGKA	1
GATA6	DPAGT1	1
GATA6	EOMES	1
GATA6	ESYT1	1
GATA6	ETS1	1
GATA6	FAM158A	1
GATA6	FAM162A	1
GATA6	FAM65B	1
GATA6	FANK1	1
GATA6	FLI1	1
GATA6	FOXJ2	1
GATA6	FOXN3	1
GATA6	FYB	1
GATA6	FYN	1
GATA6	GABARAP	1
GATA6	GPR61	1
GATA6	GSDMB	1
GATA6	H2AFX	1
GATA6	HECTD3	1
GATA6	HIST1H4B	1
GATA6	HIST1H4I	1
GATA6	HNRNPA1	1
GATA6	ID2	1
GATA6	IL11RA	1
GATA6	KDM6B	1
GATA6	KIAA0748	1
GATA6	KLF3	1
GATA6	LAMTOR1	1
GATA6	LBH	1
GATA6	LDB1	1
GATA6	LEF1	1
GATA6	LIN37	1
GATA6	LIX1L	1
GATA6	LMO4	1
GATA6	LPIN1	1
GATA6	MADD	1
GATA6	MAP3K12	1
GATA6	MAPKAPK3	1
GATA6	MBNL1	1
GATA6	MEF2D	1
GATA6	MLL	1
GATA6	MLL5	1
GATA6	MORC2	1
GATA6	MRPS18B	1
GATA6	MYCBP2	1
GATA6	MYST4	1
GATA6	NDUFA4L2	1
GATA6	NFATC3	1
GATA6	NNAT	1
GATA6	NPAT	1
GATA6	ORMDL3	1
GATA6	OSGEP	1
GATA6	PDE4DIP	1
GATA6	PER1	1
GATA6	PHF23	1
GATA6	PIK3R1	1
GATA6	PLAGL2	1
GATA6	PLCL2	1
GATA6	POFUT1	1
GATA6	POLR3GL	1
GATA6	PPP1R10	1
GATA6	PRDM1	1
GATA6	PRRT2	1
GATA6	PSMB8	1
GATA6	PSME1	1
GATA6	PSME2	1
GATA6	PTMA	1
GATA6	PURA	1
GATA6	RASSF5	1
GATA6	RHOF	1
GATA6	RHOG	1
GATA6	RHOH	1
GATA6	RNF31	1
GATA6	RPL23A	1
GATA6	RPL23AP42	1
GATA6	RPS11	1
GATA6	RXRB	1
GATA6	S100A5	1
GATA6	SATB1	1
GATA6	SETD5	1
GATA6	SGK1	1
GATA6	SKAP1	1
GATA6	SKP1	1
GATA6	SLC39A7	1
GATA6	SMAD7	1
GATA6	SMG7	1
GATA6	SORL1	1
GATA6	SPOP	1
GATA6	STIM2	1
GATA6	SYNGAP1	1
GATA6	TARBP2	1
GATA6	TCF7	1
GATA6	TCP11L2	1
GATA6	TMEM161B	1
GATA6	TMEM55B	1
GATA6	TNFAIP3	1
GATA6	TRAF3IP3	1
GATA6	TSPAN31	1
GATA6	UBE2B	1
GATA6	UBE4A	1
GATA6	UROD	1
GATA6	WDR81	1
GATA6	WIPF1	1
GATA6	ZBTB1	1
GATA6	ZBTB25	1
GATA6	ZBTB39	1
GATA6	ZBTB7B	1
GATA6	ZFPM1	1
GATA6	ZNF219	1
GCM1	AGAP3	1
GCM1	AKT1	1
GCM1	AMDHD2	1
GCM1	ANO6	1
GCM1	ATP5I	1
GCM1	ATPBD4	1
GCM1	BAI2	1
GCM1	BBC3	1
GCM1	BTBD11	1
GCM1	BZRAP1	1
GCM1	C14ORF80	1
GCM1	C3ORF74	1
GCM1	C9ORF172	1
GCM1	CAMTA2	1
GCM1	CCDC78	1
GCM1	CDK6	1
GCM1	CORO6	1
GCM1	CRIP1	1
GCM1	DCTD	1
GCM1	DUSP7	1
GCM1	EFNA3	1
GCM1	EME2	1
GCM1	EML2	1
GCM1	FAM173A	1
GCM1	FAM176B	1
GCM1	FASTK	1
GCM1	FGF8	1
GCM1	FGFRL1	1
GCM1	FKBP2	1
GCM1	FRMD8	1
GCM1	GMEB2	1
GCM1	GP1BB	1
GCM1	GPR153	1
GCM1	GRIFIN	1
GCM1	HAGHL	1
GCM1	HES5	1
GCM1	HIC1	1
GCM1	ISYNA1	1
GCM1	KIAA0895L	1
GCM1	KIF26A	1
GCM1	LAP3	1
GCM1	LFNG	1
GCM1	LRRC45	1
GCM1	MAMDC4	1
GCM1	MAP2K3	1
GCM1	MIDN	1
GCM1	MKNK2	1
GCM1	MYL5	1
GCM1	NFIC	1
GCM1	NRARP	1
GCM1	NUDT16L1	1
GCM1	OSR1	1
GCM1	PANK4	1
GCM1	PCBD2	1
GCM1	PFKFB3	1
GCM1	PHOSPHO1	1
GCM1	PHPT1	1
GCM1	PLEC	1
GCM1	PLEKHA8P1	1
GCM1	PSD	1
GCM1	PWWP2B	1
GCM1	RASA3	1
GCM1	RGS10	1
GCM1	RHBDL1	1
GCM1	RNF44	1
GCM1	RRAGC	1
GCM1	SAMD4A	1
GCM1	SCRIB	1
GCM1	SH3TC1	1
GCM1	SLC25A45	1
GCM1	SLC38A2	1
GCM1	SLC38A8	1
GCM1	SS18L2	1
GCM1	STRA13	1
GCM1	TGIF2	1
GCM1	THRA	1
GCM1	TMUB1	1
GCM1	TNFRSF25	1
GCM1	UBE2D4	1
GCM1	UBE2I	1
GCM1	URGCP	1
GCM1	VAMP2	1
GCM1	VDAC1	1
GCM1	WHSC2	1
GCM1	YTHDF2	1
GCM1	ZFP36	1
GCM1	ZNF10	1
GCM1	ZNF146	1
GCM1	ZNF565	1
GFI1	AGAP2	1
GFI1	AGER	1
GFI1	AHDC1	1
GFI1	ANKRD13B	1
GFI1	ANKRD13D	1
GFI1	ANKRD40	1
GFI1	ARFIP2	1
GFI1	BAZ2A	1
GFI1	BCL2L11	1
GFI1	BCL6	1
GFI1	BCL6B	1
GFI1	C16ORF53	1
GFI1	C17ORF49	1
GFI1	C17ORF91	1
GFI1	C2CD2L	1
GFI1	C2ORF18	1
GFI1	C2ORF68	1
GFI1	C3ORF18	1
GFI1	CACNA1G	1
GFI1	CCDC148	1
GFI1	CCR7	1
GFI1	CDC20	1
GFI1	CDC45	1
GFI1	CISD1	1
GFI1	CISH	1
GFI1	CSNK1E	1
GFI1	DPAGT1	1
GFI1	ELOVL1	1
GFI1	ERAP1	1
GFI1	FBXL14	1
GFI1	FKBP2	1
GFI1	FLJ45983	1
GFI1	FMNL1	1
GFI1	FNBP1L	1
GFI1	FXC1	1
GFI1	GATA3	1
GFI1	GIT1	1
GFI1	GLI1	1
GFI1	GLTSCR2	1
GFI1	GNAI2	1
GFI1	HBP1	1
GFI1	HDAC7	1
GFI1	HDHD2	1
GFI1	HEMK1	1
GFI1	HOXA10	1
GFI1	HOXA7	1
GFI1	HOXA9	1
GFI1	ICAM1	1
GFI1	INHBE	1
GFI1	IPMK	1
GFI1	IRF2BPL	1
GFI1	IVNS1ABP	1
GFI1	KDM6B	1
GFI1	LDHA	1
GFI1	LRRC33	1
GFI1	MAPKAPK3	1
GFI1	MBD3	1
GFI1	MGAT1	1
GFI1	MLL2	1
GFI1	MVP	1
GFI1	NFATC1	1
GFI1	OSR1	1
GFI1	PBX2	1
GFI1	PER1	1
GFI1	PFDN6	1
GFI1	PHOSPHO1	1
GFI1	PKM2	1
GFI1	PKP4	1
GFI1	PRDX2	1
GFI1	PRRT2	1
GFI1	PTP4A1	1
GFI1	RAF1	1
GFI1	RGL2	1
GFI1	RNF181	1
GFI1	RRBP1	1
GFI1	RXRB	1
GFI1	SLC39A7	1
GFI1	STARD7	1
GFI1	TAF13	1
GFI1	TCF7	1
GFI1	TFAP2A	1
GFI1	TMEM150A	1
GFI1	TMEM87B	1
GFI1	TRIM3	1
GFI1	TSPAN31	1
GFI1	UFD1L	1
GFI1	WDR81	1
GFI1	ZFP36L2	1
GFI1B	AGAP2	1
GFI1B	AGER	1
GFI1B	AHDC1	1
GFI1B	ANKRD13B	1
GFI1B	ANKRD13D	1
GFI1B	ANKRD40	1
GFI1B	ARFIP2	1
GFI1B	BAZ2A	1
GFI1B	BCL2L11	1
GFI1B	BCL6	1
GFI1B	BCL6B	1
GFI1B	C16ORF53	1
GFI1B	C17ORF49	1
GFI1B	C17ORF91	1
GFI1B	C2CD2L	1
GFI1B	C2ORF18	1
GFI1B	C2ORF68	1
GFI1B	C3ORF18	1
GFI1B	CACNA1G	1
GFI1B	CCDC148	1
GFI1B	CCR7	1
GFI1B	CDC20	1
GFI1B	CDC45	1
GFI1B	CISD1	1
GFI1B	CISH	1
GFI1B	CSNK1E	1
GFI1B	DPAGT1	1
GFI1B	ELOVL1	1
GFI1B	ERAP1	1
GFI1B	FBXL14	1
GFI1B	FKBP2	1
GFI1B	FLJ45983	1
GFI1B	FMNL1	1
GFI1B	FNBP1L	1
GFI1B	FXC1	1
GFI1B	GATA3	1
GFI1B	GIT1	1
GFI1B	GLI1	1
GFI1B	GLTSCR2	1
GFI1B	GNAI2	1
GFI1B	HBP1	1
GFI1B	HDAC7	1
GFI1B	HDHD2	1
GFI1B	HEMK1	1
GFI1B	HOXA10	1
GFI1B	HOXA7	1
GFI1B	HOXA9	1
GFI1B	ICAM1	1
GFI1B	INHBE	1
GFI1B	IPMK	1
GFI1B	IRF2BPL	1
GFI1B	IVNS1ABP	1
GFI1B	KDM6B	1
GFI1B	LDHA	1
GFI1B	LRRC33	1
GFI1B	MAPKAPK3	1
GFI1B	MBD3	1
GFI1B	MGAT1	1
GFI1B	MLL2	1
GFI1B	MVP	1
GFI1B	NFATC1	1
GFI1B	OSR1	1
GFI1B	PBX2	1
GFI1B	PER1	1
GFI1B	PFDN6	1
GFI1B	PHOSPHO1	1
GFI1B	PKM2	1
GFI1B	PKP4	1
GFI1B	PRDX2	1
GFI1B	PRRT2	1
GFI1B	PTP4A1	1
GFI1B	RAF1	1
GFI1B	RGL2	1
GFI1B	RNF181	1
GFI1B	RRBP1	1
GFI1B	RXRB	1
GFI1B	SLC39A7	1
GFI1B	STARD7	1
GFI1B	TAF13	1
GFI1B	TCF7	1
GFI1B	TFAP2A	1
GFI1B	TMEM150A	1
GFI1B	TMEM87B	1
GFI1B	TRIM3	1
GFI1B	TSPAN31	1
GFI1B	UFD1L	1
GFI1B	WDR81	1
GFI1B	ZFP36L2	1
GLI1	ABI3	1
GLI1	AIRE	1
GLI1	ATG7	1
GLI1	AURKAIP1	1
GLI1	BAK1	1
GLI1	BLMH	1
GLI1	C14ORF80	1
GLI1	C16ORF53	1
GLI1	C19ORF6	1
GLI1	C2CD2L	1
GLI1	CD248	1
GLI1	CEP170	1
GLI1	CHMP2A	1
GLI1	CISH	1
GLI1	CNN2	1
GLI1	COL7A1	1
GLI1	CRIP1	1
GLI1	DGKQ	1
GLI1	DPAGT1	1
GLI1	DUSP2	1
GLI1	EPB41L1	1
GLI1	ETHE1	1
GLI1	FAM110A	1
GLI1	FANCD2	1
GLI1	FBXO17	1
GLI1	FGFR3	1
GLI1	FRMD8	1
GLI1	GNGT2	1
GLI1	GRAMD1A	1
GLI1	HDAC7	1
GLI1	HPCAL1	1
GLI1	IL12RB1	1
GLI1	IPO13	1
GLI1	KIAA1467	1
GLI1	KLF2	1
GLI1	LCAT	1
GLI1	LETM1	1
GLI1	LMF1	1
GLI1	MAP3K12	1
GLI1	MAP7D1	1
GLI1	MAZ	1
GLI1	MCF2L2	1
GLI1	MVP	1
GLI1	NFRKB	1
GLI1	NKX2-2	1
GLI1	PEX6	1
GLI1	PFKL	1
GLI1	PLD2	1
GLI1	PMM2	1
GLI1	POLR3D	1
GLI1	PPP2R5D	1
GLI1	PROCA1	1
GLI1	PRPS2	1
GLI1	PRRT2	1
GLI1	PTCH1	1
GLI1	PTCH2	1
GLI1	RAB34	1
GLI1	RPL23A	1
GLI1	RPL23AP42	1
GLI1	S100A5	1
GLI1	SDCCAG8	1
GLI1	SLC12A7	1
GLI1	SLC4A4	1
GLI1	SMARCB1	1
GLI1	SOX8	1
GLI1	SSBP4	1
GLI1	ST3GAL1	1
GLI1	TAF1B	1
GLI1	TARBP2	1
GLI1	TGFA	1
GLI1	TLCD1	1
GLI1	TMEM186	1
GLI1	TMEM30A	1
GLI1	TRAPPC3	1
GLI1	TSPAN32	1
GLI1	UBE2D4	1
GLI1	UBE2K	1
GLI1	URGCP	1
GLI1	USP24	1
GLI1	WHSC1	1
GLI1	YIPF4	1
GLI1	ZFP30	1
GLI1	ZNF516	1
GLI1	ZNF575	1
GLI1	ZNF615	1
GLI1	ZNF839	1
GLI2	ABI3	1
GLI2	AIRE	1
GLI2	ATG7	1
GLI2	AURKAIP1	1
GLI2	BAK1	1
GLI2	BLMH	1
GLI2	C14ORF80	1
GLI2	C16ORF53	1
GLI2	C19ORF6	1
GLI2	C2CD2L	1
GLI2	CD248	1
GLI2	CEP170	1
GLI2	CHMP2A	1
GLI2	CISH	1
GLI2	CNN2	1
GLI2	COL7A1	1
GLI2	CRIP1	1
GLI2	DGKQ	1
GLI2	DPAGT1	1
GLI2	DUSP2	1
GLI2	EPB41L1	1
GLI2	ETHE1	1
GLI2	FAM110A	1
GLI2	FANCD2	1
GLI2	FBXO17	1
GLI2	FGFR3	1
GLI2	FRMD8	1
GLI2	GNGT2	1
GLI2	GRAMD1A	1
GLI2	HDAC7	1
GLI2	HPCAL1	1
GLI2	IL12RB1	1
GLI2	IPO13	1
GLI2	KIAA1467	1
GLI2	KLF2	1
GLI2	LCAT	1
GLI2	LETM1	1
GLI2	LMF1	1
GLI2	MAP3K12	1
GLI2	MAP7D1	1
GLI2	MAZ	1
GLI2	MCF2L2	1
GLI2	MVP	1
GLI2	NFRKB	1
GLI2	NKX2-2	1
GLI2	PEX6	1
GLI2	PFKL	1
GLI2	PLD2	1
GLI2	PMM2	1
GLI2	POLR3D	1
GLI2	PPP2R5D	1
GLI2	PROCA1	1
GLI2	PRPS2	1
GLI2	PRRT2	1
GLI2	PTCH1	1
GLI2	PTCH2	1
GLI2	RAB34	1
GLI2	RPL23A	1
GLI2	RPL23AP42	1
GLI2	S100A5	1
GLI2	SDCCAG8	1
GLI2	SLC12A7	1
GLI2	SLC4A4	1
GLI2	SMARCB1	1
GLI2	SOX8	1
GLI2	SSBP4	1
GLI2	ST3GAL1	1
GLI2	TAF1B	1
GLI2	TARBP2	1
GLI2	TGFA	1
GLI2	TLCD1	1
GLI2	TMEM186	1
GLI2	TMEM30A	1
GLI2	TRAPPC3	1
GLI2	TSPAN32	1
GLI2	UBE2D4	1
GLI2	UBE2K	1
GLI2	URGCP	1
GLI2	USP24	1
GLI2	WHSC1	1
GLI2	YIPF4	1
GLI2	ZFP30	1
GLI2	ZNF516	1
GLI2	ZNF575	1
GLI2	ZNF615	1
GLI2	ZNF839	1
GLI3	ABI3	1
GLI3	AIRE	1
GLI3	ATG7	1
GLI3	AURKAIP1	1
GLI3	BAK1	1
GLI3	BLMH	1
GLI3	C14ORF80	1
GLI3	C16ORF53	1
GLI3	C19ORF6	1
GLI3	C2CD2L	1
GLI3	CD248	1
GLI3	CEP170	1
GLI3	CHMP2A	1
GLI3	CISH	1
GLI3	CNN2	1
GLI3	COL7A1	1
GLI3	CRIP1	1
GLI3	DGKQ	1
GLI3	DPAGT1	1
GLI3	DUSP2	1
GLI3	EPB41L1	1
GLI3	ETHE1	1
GLI3	FAM110A	1
GLI3	FANCD2	1
