TF	Gene	Score
MXD1	EEF1D	1
MXD1	ESRP2	1
MXD1	FAM195A	1
MXD1	FASN	1
MXD1	FGFRL1	1
MXD1	GIT1	1
MXD1	GNPTG	1
MXD1	GPR17	1
MXD1	GRIFIN	1
MXD1	INF2	1
MXD1	KDM6B	1
MXD1	LAMP1	1
MXD1	LFNG	1
MXD1	LRDD	1
MXD1	LRRC26	1
MXD1	LZTS2	1
MXD1	MAMDC4	1
MXD1	MAP2K3	1
MXD1	MARCH9	1
MXD1	NDUFAF3	1
MXD1	NFATC1	1
MXD1	NFKBIE	1
MXD1	NR1D1	1
MXD1	NRARP	1
MXD1	PAOX	1
MXD1	PEX10	1
MXD1	PHPT1	1
MXD1	PKN1	1
MXD1	PLEC	1
MXD1	PSD4	1
MXD1	PTPN6	1
MXD1	PUSL1	1
MXD1	RASSF2	1
MXD1	RHBDL1	1
MXD1	RNPEPL1	1
MXD1	RORC	1
MXD1	SDF4	1
MXD1	SH3BP1	1
MXD1	SH3BP2	1
MXD1	SIRT7	1
MXD1	SLC16A3	1
MXD1	SLC25A22	1
MXD1	SLC34A3	1
MXD1	STUB1	1
MXD1	TIGD5	1
MXD1	TMC6	1
MXD1	TMC8	1
MXD1	TMEM80	1
MXD1	TNFRSF18	1
MXD1	TNFRSF4	1
MXD1	TRAF7	1
MXD1	TSPAN31	1
MXD1	TUBGCP5	1
MXD1	WDR90	1
MXD1	ZBTB7B	1
MXI1	ACAP3	1
MXI1	ADORA2A	1
MXI1	AKT1	1
MXI1	AMDHD2	1
MXI1	ARID3A	1
MXI1	ATP6V0B	1
MXI1	ATP6V0C	1
MXI1	B4GALT2	1
MXI1	BCL9L	1
MXI1	BZRAP1	1
MXI1	C16ORF42	1
MXI1	C19ORF23	1
MXI1	C19ORF24	1
MXI1	C1ORF86	1
MXI1	C6ORF108	1
MXI1	CAPN10	1
MXI1	CEND1	1
MXI1	CIRBP	1
MXI1	CYHR1	1
MXI1	DALRD3	1
MXI1	DEAF1	1
MXI1	DPH2	1
MXI1	DUSP28	1
MXI1	ECHS1	1
MXI1	EEF1D	1
MXI1	ESRP2	1
MXI1	FAM195A	1
MXI1	FASN	1
MXI1	FGFRL1	1
MXI1	GIT1	1
MXI1	GNPTG	1
MXI1	GPR17	1
MXI1	GRIFIN	1
MXI1	INF2	1
MXI1	KDM6B	1
MXI1	LAMP1	1
MXI1	LFNG	1
MXI1	LRDD	1
MXI1	LRRC26	1
MXI1	LZTS2	1
MXI1	MAMDC4	1
MXI1	MAP2K3	1
MXI1	MARCH9	1
MXI1	NDUFAF3	1
MXI1	NFATC1	1
MXI1	NFKBIE	1
MXI1	NR1D1	1
MXI1	NRARP	1
MXI1	PAOX	1
MXI1	PEX10	1
MXI1	PHPT1	1
MXI1	PKN1	1
MXI1	PLEC	1
MXI1	PSD4	1
MXI1	PTPN6	1
MXI1	PUSL1	1
MXI1	RASSF2	1
MXI1	RHBDL1	1
MXI1	RNPEPL1	1
MXI1	RORC	1
MXI1	SDF4	1
MXI1	SH3BP1	1
MXI1	SH3BP2	1
MXI1	SIRT7	1
MXI1	SLC16A3	1
MXI1	SLC25A22	1
MXI1	SLC34A3	1
MXI1	STUB1	1
MXI1	TIGD5	1
MXI1	TMC6	1
MXI1	TMC8	1
MXI1	TMEM80	1
MXI1	TNFRSF18	1
MXI1	TNFRSF4	1
MXI1	TRAF7	1
MXI1	TSPAN31	1
MXI1	TUBGCP5	1
MXI1	WDR90	1
MXI1	ZBTB7B	1
MYB	ABHD14A	1
MYB	ABHD14B	1
MYB	AHNAK	1
MYB	AKT1	1
MYB	AMAC1L3	1
MYB	ARID1A	1
MYB	BCL11B	1
MYB	BCL6	1
MYB	BCL9L	1
MYB	BHLHE40	1
MYB	BZRAP1	1
MYB	C14ORF43	1
MYB	C14ORF80	1
MYB	C16ORF53	1
MYB	C17ORF81	1
MYB	C19ORF23	1
MYB	C19ORF24	1
MYB	C20ORF112	1
MYB	C6ORF130	1
MYB	CBX4	1
MYB	CCDC106	1
MYB	CD68	1
MYB	CFL1	1
MYB	CIC	1
MYB	CIRBP	1
MYB	CISH	1
MYB	CRIP1	1
MYB	CTDNEP1	1
MYB	CYB561D2	1
MYB	DALRD3	1
MYB	DDIT3	1
MYB	DGKA	1
MYB	DVL2	1
MYB	EHBP1L1	1
MYB	FAM158A	1
MYB	FAM195A	1
MYB	FAM89B	1
MYB	FBRS	1
MYB	FGF8	1
MYB	FKBP2	1
MYB	FLII	1
MYB	FLJ45983	1
MYB	GABARAP	1
MYB	GATA3	1
MYB	GIT1	1
MYB	GNAI2	1
MYB	GPS2	1
MYB	GPX4	1
MYB	GRIFIN	1
MYB	HMX2	1
MYB	HOXA7	1
MYB	HS3ST3B1	1
MYB	KDM6B	1
MYB	KIAA0182	1
MYB	LIN37	1
MYB	LRDD	1
MYB	LRRC33	1
MYB	LZTS2	1
MYB	MAF1	1
MYB	MAP7D1	1
MYB	MAPKAPK3	1
MYB	MAZ	1
MYB	MBD6	1
MYB	MEF2D	1
MYB	MLL2	1
MYB	MNT	1
MYB	MUS81	1
MYB	MVP	1
MYB	NDUFAF3	1
MYB	NFKBIE	1
MYB	NOXO1	1
MYB	NPRL2	1
MYB	PER1	1
MYB	PGP	1
MYB	PHF23	1
MYB	PLEC	1
MYB	PLEKHH3	1
MYB	PLXNC1	1
MYB	POLR2A	1
MYB	POLR2E	1
MYB	PPM1G	1
MYB	PPP1R12C	1
MYB	PRDX2	1
MYB	PRKCD	1
MYB	PRR14	1
MYB	PRR7	1
MYB	PRRT2	1
MYB	PTMA	1
MYB	PTP4A2	1
MYB	PTPN6	1
MYB	RARG	1
MYB	RASA3	1
MYB	RASGRP2	1
MYB	RASSF2	1
MYB	RELT	1
MYB	RHOF	1
MYB	RIN1	1
MYB	RNF44	1
MYB	RNPEPL1	1
MYB	RPL23A	1
MYB	RPL23AP42	1
MYB	SHARPIN	1
MYB	SLC16A3	1
MYB	SLC25A22	1
MYB	SLC35B2	1
MYB	SMCR7	1
MYB	SPSB2	1
MYB	SSSCA1	1
MYB	TACC3	1
MYB	TCF7	1
MYB	TGIF1	1
MYB	THRA	1
MYB	TMC6	1
MYB	TMC8	1
MYB	TMEM115	1
MYB	TMEM129	1
MYB	TP53I13	1
MYB	TPI1	1
MYB	TUSC2	1
MYB	UBTF	1
MYB	WDR81	1
MYB	ZBTB4	1
MYB	ZBTB7B	1
MYB	ZFP36	1
MYB	ZMYND10	1
MYB	ZNHIT2	1
MYC	ABHD14A	1
MYC	ABHD14B	1
MYC	ACADSB	1
MYC	ACAP3	1
MYC	ACY1	1
MYC	ADCY4	1
MYC	ADM2	1
MYC	ADORA2A	1
MYC	AKT1	1
MYC	ALOXE3	1
MYC	AMD1	1
MYC	AMDHD2	1
MYC	AMPD2	1
MYC	ANKMY1	1
MYC	ANKRD13B	1
MYC	ANO9	1
MYC	ARHGAP12	1
MYC	ARHGEF10	1
MYC	ARID3A	1
MYC	ART5	1
MYC	ATHL1	1
MYC	ATP5D	1
MYC	ATP6V0B	1
MYC	ATP6V0C	1
MYC	ATXN3	1
MYC	B3GALT6	1
MYC	B3GNT9	1
MYC	B4GALT2	1
MYC	BCL2L11	1
MYC	BCL7C	1
MYC	BCL9L	1
MYC	BEST4	1
MYC	BMI1	1
MYC	BRD2	1
MYC	BRD9	1
MYC	BZRAP1	1
MYC	C11ORF68	1
MYC	C16ORF42	1
MYC	C17ORF102	1
MYC	C17ORF79	1
MYC	C18ORF8	1
MYC	C19ORF23	1
MYC	C19ORF24	1
MYC	C19ORF59	1
MYC	C1ORF51	1
MYC	C1ORF54	1
MYC	C1ORF86	1
MYC	C20ORF72	1
MYC	C2CD2L	1
MYC	C2ORF18	1
MYC	C2ORF48	1
MYC	C4ORF19	1
MYC	C4ORF42	1
MYC	C5ORF33	1
MYC	C5ORF41	1
MYC	C6ORF108	1
MYC	CAMKK1	1
MYC	CAPN10	1
MYC	CBX5	1
MYC	CCDC101	1
MYC	CCDC106	1
MYC	CCDC163P	1
MYC	CCDC47	1
MYC	CCDC64	1
MYC	CCDC78	1
MYC	CCND1	1
MYC	CCND2	1
MYC	CD164	1
MYC	CD63	1
MYC	CD7	1
MYC	CDH15	1
MYC	CDK4	1
MYC	CDK5R1	1
MYC	CDKL3	1
MYC	CEBPA	1
MYC	CEND1	1
MYC	CENPF	1
MYC	CENPM	1
MYC	CHD4	1
MYC	CHTF18	1
MYC	CIC	1
MYC	CIRBP	1
MYC	CISD2	1
MYC	CKS1B	1
MYC	CLCN3	1
MYC	CLCN7	1
MYC	CLK2	1
MYC	COMMD3	1
MYC	COTL1	1
MYC	CPLX3	1
MYC	CPSF3L	1
MYC	CREB3L4	1
MYC	CRTC2	1
MYC	CSRNP1	1
MYC	CTBP1	1
MYC	CTF1	1
MYC	CUX1	1
MYC	CYHR1	1
MYC	DALRD3	1
MYC	DAZAP1	1
MYC	DBP	1
MYC	DDX42	1
MYC	DEAF1	1
MYC	DERL3	1
MYC	DHRS4	1
MYC	DHRS4L1	1
MYC	DKC1	1
MYC	DLL1	1
MYC	DPAGT1	1
MYC	DPH2	1
MYC	DRAP1	1
MYC	DUSP23	1
MYC	DUSP28	1
MYC	DVL1	1
MYC	DVL2	1
MYC	DYM	1
MYC	EBF3	1
MYC	ECHS1	1
MYC	EEF1D	1
MYC	EHMT2	1
MYC	ENC1	1
MYC	ENO1	1
MYC	ENOPH1	1
MYC	EPB41	1
MYC	ERCC6	1
MYC	ESRP2	1
MYC	ESYT1	1
MYC	FAM116A	1
MYC	FAM117B	1
MYC	FAM161A	1
MYC	FAM173A	1
MYC	FAM195A	1
MYC	FAM60A	1
MYC	FAM78A	1
MYC	FASN	1
MYC	FBRS	1
MYC	FBXL16	1
MYC	FBXL8	1
MYC	FGFRL1	1
MYC	FKBP11	1
MYC	FLAD1	1
MYC	FOXN2	1
MYC	FOXO3	1
MYC	G3BP1	1
MYC	GAA	1
MYC	GABARAP	1
MYC	GALNS	1
MYC	GALT	1
MYC	GAMT	1
MYC	GET4	1
MYC	GGT6	1
MYC	GIT1	1
MYC	GJC1	1
MYC	GLTPD1	1
MYC	GNPDA1	1
MYC	GNPTG	1
MYC	GPR124	1
MYC	GPR17	1
MYC	GPR176	1
MYC	GPS2	1
MYC	GPX1	1
MYC	GRIFIN	1
MYC	GSDMD	1
MYC	H2AFX	1
MYC	HAGHL	1
MYC	HCN3	1
MYC	HDAC4	1
MYC	HES1	1
MYC	HES5	1
MYC	HMGA1	1
MYC	HMGN4	1
MYC	HN1L	1
MYC	HNRNPA1	1
MYC	HNRPDL	1
MYC	HRAS	1
MYC	IER5L	1
MYC	IGF1R	1
MYC	IKZF5	1
MYC	IL11RA	1
MYC	INF2	1
MYC	INO80	1
MYC	IQGAP2	1
MYC	IRX1	1
MYC	ITGB1	1
MYC	JMJD6	1
MYC	KDM6B	1
MYC	KIAA0664	1
MYC	KIF2A	1
MYC	KISS1R	1
MYC	KLF16	1
MYC	KLHL35	1
MYC	LAMP1	1
MYC	LEF1	1
MYC	LFNG	1
MYC	LRDD	1
MYC	LRRC26	1
MYC	LRRC3	1
MYC	LRRC56	1
MYC	LRRC58	1
MYC	LZTS2	1
MYC	MAFK	1
MYC	MAMDC4	1
MYC	MAN1B1	1
MYC	MAP2K3	1
MYC	MAP2K5	1
MYC	MAP3K12	1
MYC	MARCH8	1
MYC	MARCH9	1
MYC	MARS2	1
MYC	MAT2A	1
MYC	MAZ	1
MYC	MC1R	1
MYC	MCCC1	1
MYC	METAP1D	1
MYC	METRN	1
MYC	METTL23	1
MYC	MEX3D	1
MYC	MFNG	1
MYC	MIDN	1
MYC	MIER2	1
MYC	MIOX	1
MYC	MKX	1
MYC	MLST8	1
MYC	MMACHC	1
MYC	MMEL1	1
MYC	MNT	1
MYC	MRPL15	1
MYC	MSLNL	1
MYC	MTERFD1	1
MYC	MYBBP1A	1
MYC	NAT14	1
MYC	NCL	1
MYC	NDEL1	1
MYC	NDUFAF3	1
MYC	NEK1	1
MYC	NFATC1	1
MYC	NFIX	1
MYC	NFKBIE	1
MYC	NHLRC1	1
MYC	NIPAL3	1
MYC	NOXO1	1
MYC	NPM1	1
MYC	NR1D1	1
MYC	NRARP	1
MYC	NRG2	1
MYC	NTN3	1
MYC	NTRK1	1
MYC	ODC1	1
MYC	ODF3B	1
MYC	OPLAH	1
MYC	OPRD1	1
MYC	OSM	1
MYC	PABPN1L	1
MYC	PACRGL	1
MYC	PANK4	1
MYC	PAOX	1
MYC	PAPD7	1
MYC	PC	1
MYC	PDDC1	1
MYC	PDGFB	1
MYC	PDP2	1
MYC	PER1	1
MYC	PEX10	1
MYC	PFN1	1
MYC	PHF23	1
MYC	PHPT1	1
MYC	PICALM	1
MYC	PIM3	1
MYC	PIP5K1C	1
MYC	PKN1	1
MYC	PLCG2	1
MYC	PLD6	1
MYC	PLEC	1
MYC	PNPLA2	1
MYC	POGK	1
MYC	PPA1	1
MYC	PPARGC1B	1
MYC	PPCDC	1
MYC	PPP1R9B	1
MYC	PPRC1	1
MYC	PRKCH	1
MYC	PRMT1	1
MYC	PRR14	1
MYC	PRR7	1
MYC	PRRT2	1
MYC	PSD4	1
MYC	PTBP1	1
MYC	PTDSS1	1
MYC	PTDSS2	1
MYC	PTH2	1
MYC	PTMA	1
MYC	PTPN6	1
MYC	PUSL1	1
MYC	PYCR2	1
MYC	QSOX1	1
MYC	RAB40C	1
MYC	RAI14	1
MYC	RANBP1	1
MYC	RASSF2	1
MYC	RCBTB1	1
MYC	RDH5	1
MYC	RGS11	1
MYC	RGS16	1
MYC	RGS19	1
MYC	RHBDL1	1
MYC	RIN1	1
MYC	RIPK3	1
MYC	RNF145	1
MYC	RNF167	1
MYC	RNH1	1
MYC	RNPEPL1	1
MYC	RORC	1
MYC	RPL41	1
MYC	RPLP2	1
MYC	RPUSD1	1
MYC	S1PR2	1
MYC	SAE1	1
MYC	SBF1	1
MYC	SCN5A	1
MYC	SCO2	1
MYC	SDF4	1
MYC	SEC23IP	1
MYC	SEC61A1	1
MYC	SETD6	1
MYC	SFMBT1	1
MYC	SFMBT2	1
MYC	SGMS1	1
MYC	SGTA	1
MYC	SH2D2A	1
MYC	SH3BP1	1
MYC	SH3BP2	1
MYC	SHC1	1
MYC	SIGMAR1	1
MYC	SIRT1	1
MYC	SIRT7	1
MYC	SLC12A7	1
MYC	SLC13A3	1
MYC	SLC16A1	1
MYC	SLC16A3	1
MYC	SLC19A1	1
MYC	SLC1A7	1
MYC	SLC25A11	1
MYC	SLC25A22	1
MYC	SLC25A30	1
MYC	SLC2A4RG	1
MYC	SLC31A2	1
MYC	SLC34A3	1
MYC	SLC35B2	1
MYC	SLC39A1	1
MYC	SLC39A8	1
MYC	SLC41A3	1
MYC	SLC43A3	1
MYC	SLCO2B1	1
MYC	SNAPC2	1
MYC	SNAPC4	1
MYC	SNX5	1
MYC	SOCS5	1
MYC	SOX12	1
MYC	SQSTM1	1
MYC	SRM	1
MYC	SRRT	1
MYC	STAT5A	1
MYC	STK25	1
MYC	STUB1	1
MYC	SUPV3L1	1
MYC	TAF5L	1
MYC	TAGLN2	1
MYC	TARBP2	1
MYC	TAS1R3	1
MYC	TASP1	1
MYC	TBC1D24	1
MYC	TBKBP1	1
MYC	TCEA2	1
MYC	TCF25	1
MYC	TDRD12	1
MYC	TERT	1
MYC	TESK2	1
MYC	TFAP4	1
MYC	TFDP1	1
MYC	THOP1	1
MYC	THRA	1
MYC	TIAM1	1
MYC	TIGD5	1
MYC	TLE3	1
MYC	TMC6	1
MYC	TMC8	1
MYC	TMEM121	1
MYC	TMEM132E	1
MYC	TMEM204	1
MYC	TMEM229B	1
MYC	TMEM55B	1
MYC	TMEM80	1
MYC	TNFAIP8L1	1
MYC	TNFRSF18	1
MYC	TNFRSF4	1
MYC	TOP1	1
MYC	TOR3A	1
MYC	TP53RK	1
MYC	TRADD	1
MYC	TRAF3	1
MYC	TRAF7	1
MYC	TRAPPC2L	1
MYC	TRAPPC5	1
MYC	TRIP13	1
MYC	TRIP6	1
MYC	TRMT2A	1
MYC	TSPAN31	1
MYC	TUBB3	1
MYC	TUBGCP5	1
MYC	TYMP	1
MYC	UAP1L1	1
MYC	UBE2B	1
MYC	UBE2D3	1
MYC	UBE4B	1
MYC	UBTF	1
MYC	UCKL1	1
MYC	UFSP1	1
MYC	UQCR11	1
MYC	URB2	1
MYC	USP14	1
MYC	USP15	1
MYC	VAC14	1
MYC	WDR90	1
MYC	ZAP70	1
MYC	ZBTB24	1
MYC	ZBTB7B	1
MYC	ZC3H10	1
MYC	ZCCHC7	1
MYC	ZNF318	1
MYC	ZNF583	1
MYC	ZNF628	1
MYC	ZZZ3	1
MYCN	ACAP3	1
MYCN	ADORA2A	1
MYCN	AKT1	1
MYCN	AMDHD2	1
MYCN	ARID3A	1
MYCN	ATP6V0B	1
MYCN	ATP6V0C	1
MYCN	B4GALT2	1
MYCN	BCL9L	1
MYCN	BZRAP1	1
MYCN	C16ORF42	1
MYCN	C19ORF23	1
MYCN	C19ORF24	1
MYCN	C1ORF86	1
MYCN	C6ORF108	1
MYCN	CAPN10	1
MYCN	CEND1	1
MYCN	CIRBP	1
MYCN	CYHR1	1
MYCN	DALRD3	1
MYCN	DEAF1	1
MYCN	DPH2	1
MYCN	DUSP28	1
MYCN	ECHS1	1
MYCN	EEF1D	1
MYCN	ESRP2	1
MYCN	FAM195A	1
MYCN	FASN	1
MYCN	FGFRL1	1
MYCN	GIT1	1
MYCN	GNPTG	1
MYCN	GPR17	1
MYCN	GRIFIN	1
MYCN	INF2	1
MYCN	KDM6B	1
MYCN	LAMP1	1
MYCN	LFNG	1
MYCN	LRDD	1
MYCN	LRRC26	1
MYCN	LZTS2	1
MYCN	MAMDC4	1
MYCN	MAP2K3	1
MYCN	MARCH9	1
MYCN	NDUFAF3	1
MYCN	NFATC1	1
MYCN	NFKBIE	1
MYCN	NR1D1	1
MYCN	NRARP	1
MYCN	PAOX	1
MYCN	PEX10	1
MYCN	PHPT1	1
MYCN	PKN1	1
MYCN	PLEC	1
MYCN	PSD4	1
MYCN	PTPN6	1
MYCN	PUSL1	1
MYCN	RASSF2	1
MYCN	RHBDL1	1
MYCN	RNPEPL1	1
MYCN	RORC	1
MYCN	SDF4	1
MYCN	SH3BP1	1
MYCN	SH3BP2	1
MYCN	SIRT7	1
MYCN	SLC16A3	1
MYCN	SLC25A22	1
MYCN	SLC34A3	1
MYCN	STUB1	1
MYCN	TIGD5	1
MYCN	TMC6	1
MYCN	TMC8	1
MYCN	TMEM80	1
MYCN	TNFRSF18	1
MYCN	TNFRSF4	1
MYCN	TRAF7	1
MYCN	TSPAN31	1
MYCN	TUBGCP5	1
MYCN	WDR90	1
MYCN	ZBTB7B	1
MYF5	ACAP3	1
MYF5	ADORA2A	1
MYF5	AKT1	1
MYF5	AMDHD2	1
MYF5	ANKRD13B	1
MYF5	ARID3A	1
MYF5	ATP6V0B	1
MYF5	ATP6V0C	1
MYF5	ATXN7L2	1
MYF5	B3GNTL1	1
MYF5	B4GALT2	1
MYF5	BCL9L	1
MYF5	BZRAP1	1
MYF5	C14ORF43	1
MYF5	C14ORF80	1
MYF5	C16ORF42	1
MYF5	C19ORF23	1
MYF5	C19ORF24	1
MYF5	C1ORF86	1
MYF5	C6ORF108	1
MYF5	C9ORF169	1
MYF5	CAPN10	1
MYF5	CCDC78	1
MYF5	CDC42BPG	1
MYF5	CEND1	1
MYF5	CIRBP	1
MYF5	CRIP1	1
MYF5	CRIP2	1
MYF5	CTSD	1
MYF5	CYHR1	1
MYF5	DALRD3	1
MYF5	DEAF1	1
MYF5	DPH2	1
MYF5	DUSP28	1
MYF5	ECHS1	1
MYF5	EEF1D	1
MYF5	EME2	1
MYF5	ESRP2	1
MYF5	FAM173A	1
MYF5	FAM195A	1
MYF5	FASN	1
MYF5	FGFRL1	1
MYF5	FMNL1	1
MYF5	GIT1	1
MYF5	GNPTG	1
MYF5	GPR17	1
MYF5	GRIFIN	1
MYF5	HAGHL	1
MYF5	HDAC10	1
MYF5	HES5	1
MYF5	INF2	1
MYF5	JMJD8	1
MYF5	KDM6B	1
MYF5	KIAA0182	1
MYF5	LAMP1	1
MYF5	LFNG	1
MYF5	LRDD	1
MYF5	LRRC26	1
MYF5	LRRC45	1
MYF5	LSP1	1
MYF5	LZTS2	1
MYF5	MAF1	1
MYF5	MAMDC4	1
MYF5	MAP2K3	1
MYF5	MARCH9	1
MYF5	METRN	1
MYF5	MRPS34	1
MYF5	NDUFAF3	1
MYF5	NFATC1	1
MYF5	NFKBIE	1
MYF5	NR1D1	1
MYF5	NRARP	1
MYF5	NUBP2	1
MYF5	PAOX	1
MYF5	PCYT2	1
MYF5	PEX10	1
MYF5	PHPT1	1
MYF5	PKN1	1
MYF5	PLEC	1
MYF5	PSD4	1
MYF5	PTPN6	1
MYF5	PTPRCAP	1
MYF5	PUSL1	1
MYF5	RASSF2	1
MYF5	RHBDL1	1
MYF5	RNF208	1
MYF5	RNPEPL1	1
MYF5	RORC	1
MYF5	SBF1	1
MYF5	SCNN1D	1
MYF5	SDF4	1
MYF5	SH3BP1	1
MYF5	SH3BP2	1
MYF5	SIPA1	1
MYF5	SIRT7	1
MYF5	SLC16A3	1
MYF5	SLC25A22	1
MYF5	SLC34A3	1
MYF5	SPSB3	1
MYF5	STRA13	1
MYF5	STUB1	1
MYF5	SUN2	1
MYF5	TACC3	1
MYF5	TCEA2	1
MYF5	TFDP1	1
MYF5	TIGD5	1
MYF5	TMC6	1
MYF5	TMC8	1
MYF5	TMEM129	1
MYF5	TMEM204	1
MYF5	TMEM80	1
MYF5	TNFRSF18	1
MYF5	TNFRSF4	1
MYF5	TRAF7	1
MYF5	TSPAN31	1
MYF5	TUBB2C	1
MYF5	TUBGCP5	1
MYF5	TUBGCP6	1
MYF5	UBE2J2	1
MYF5	WDR90	1
MYF5	YY1AP1	1
MYF5	ZBTB7B	1
MYF5	ZC3H12A	1
MYF5	ZMIZ2	1
MYF6	ACAP3	1
MYF6	ADORA2A	1
MYF6	AKT1	1
MYF6	AMDHD2	1
MYF6	ANKRD13B	1
MYF6	ARID3A	1
MYF6	ATP6V0B	1
MYF6	ATP6V0C	1
MYF6	ATXN7L2	1
MYF6	B3GNTL1	1
MYF6	B4GALT2	1
MYF6	BCL9L	1
MYF6	BZRAP1	1
MYF6	C14ORF43	1
MYF6	C14ORF80	1
MYF6	C16ORF42	1
MYF6	C19ORF23	1
MYF6	C19ORF24	1
MYF6	C1ORF86	1
MYF6	C6ORF108	1
MYF6	C9ORF169	1
MYF6	CAPN10	1
MYF6	CCDC78	1
MYF6	CDC42BPG	1
MYF6	CEND1	1
MYF6	CIRBP	1
MYF6	CRIP1	1
MYF6	CRIP2	1
MYF6	CTSD	1
MYF6	CYHR1	1
MYF6	DALRD3	1
MYF6	DEAF1	1
MYF6	DPH2	1
MYF6	DUSP28	1
MYF6	ECHS1	1
MYF6	EEF1D	1
MYF6	EME2	1
MYF6	ESRP2	1
MYF6	FAM173A	1
MYF6	FAM195A	1
MYF6	FASN	1
MYF6	FGFRL1	1
MYF6	FMNL1	1
MYF6	GIT1	1
MYF6	GNPTG	1
MYF6	GPR17	1
MYF6	GRIFIN	1
MYF6	HAGHL	1
MYF6	HDAC10	1
MYF6	HES5	1
MYF6	INF2	1
MYF6	JMJD8	1
MYF6	KDM6B	1
MYF6	KIAA0182	1
MYF6	LAMP1	1
MYF6	LFNG	1
MYF6	LRDD	1
MYF6	LRRC26	1
MYF6	LRRC45	1
MYF6	LSP1	1
MYF6	LZTS2	1
MYF6	MAF1	1
MYF6	MAMDC4	1
MYF6	MAP2K3	1
MYF6	MARCH9	1
MYF6	METRN	1
MYF6	MRPS34	1
MYF6	NDUFAF3	1
MYF6	NFATC1	1
MYF6	NFKBIE	1
MYF6	NR1D1	1
MYF6	NRARP	1
MYF6	NUBP2	1
MYF6	PAOX	1
MYF6	PCYT2	1
MYF6	PEX10	1
MYF6	PHPT1	1
MYF6	PKN1	1
MYF6	PLEC	1
MYF6	PSD4	1
MYF6	PTPN6	1
MYF6	PTPRCAP	1
MYF6	PUSL1	1
MYF6	RASSF2	1
MYF6	RHBDL1	1
MYF6	RNF208	1
MYF6	RNPEPL1	1
MYF6	RORC	1
MYF6	SBF1	1
MYF6	SCNN1D	1
MYF6	SDF4	1
MYF6	SH3BP1	1
MYF6	SH3BP2	1
MYF6	SIPA1	1
MYF6	SIRT7	1
MYF6	SLC16A3	1
MYF6	SLC25A22	1
MYF6	SLC34A3	1
MYF6	SPSB3	1
MYF6	STRA13	1
MYF6	STUB1	1
MYF6	SUN2	1
MYF6	TACC3	1
MYF6	TCEA2	1
MYF6	TFDP1	1
MYF6	TIGD5	1
MYF6	TMC6	1
MYF6	TMC8	1
MYF6	TMEM129	1
MYF6	TMEM204	1
MYF6	TMEM80	1
MYF6	TNFRSF18	1
MYF6	TNFRSF4	1
MYF6	TRAF7	1
MYF6	TSPAN31	1
MYF6	TUBB2C	1
MYF6	TUBGCP5	1
MYF6	TUBGCP6	1
MYF6	UBE2J2	1
MYF6	WDR90	1
MYF6	YY1AP1	1
MYF6	ZBTB7B	1
MYF6	ZC3H12A	1
MYF6	ZMIZ2	1
MYOD1	ACAP3	1
MYOD1	ACBD4	1
MYOD1	ACP1	1
MYOD1	ADAM8	1
MYOD1	ADAT2	1
MYOD1	ADORA2A	1
MYOD1	ADSSL1	1
MYOD1	AHRR	1
MYOD1	AKT1	1
MYOD1	ALDH18A1	1
MYOD1	ALOX12B	1
MYOD1	AMDHD2	1
MYOD1	ANGPTL6	1
MYOD1	ANKRD13B	1
MYOD1	ARFIP2	1
MYOD1	ARID3A	1
MYOD1	ATP6V0B	1
MYOD1	ATP6V0C	1
MYOD1	ATXN7L2	1
MYOD1	B3GNTL1	1
MYOD1	B4GALT2	1
MYOD1	BAIAP3	1
MYOD1	BCL9L	1
MYOD1	BLOC1S1	1
MYOD1	BRI3BP	1
MYOD1	BZRAP1	1
MYOD1	C12ORF5	1
MYOD1	C14ORF43	1
MYOD1	C14ORF80	1
MYOD1	C16ORF42	1
MYOD1	C16ORF53	1
MYOD1	C19ORF22	1
MYOD1	C19ORF23	1
MYOD1	C19ORF24	1
MYOD1	C19ORF28	1
MYOD1	C19ORF42	1
MYOD1	C1ORF114	1
MYOD1	C1ORF86	1
MYOD1	C5ORF30	1
MYOD1	C6ORF108	1
MYOD1	C9ORF169	1
MYOD1	CAPN10	1
MYOD1	CCDC106	1
MYOD1	CCDC78	1
MYOD1	CD37	1
MYOD1	CD6	1
MYOD1	CDC42BPG	1
MYOD1	CEND1	1
MYOD1	CIRBP	1
MYOD1	CLK4	1
MYOD1	CORO1C	1
MYOD1	CRIP1	1
MYOD1	CRIP2	1
MYOD1	CTSD	1
MYOD1	CYB561D1	1
MYOD1	CYHR1	1
MYOD1	DALRD3	1
MYOD1	DEAF1	1
MYOD1	DEGS2	1
MYOD1	DHX37	1
MYOD1	DNAJB5	1
MYOD1	DNAJC4	1
MYOD1	DPH2	1
MYOD1	DUSP28	1
MYOD1	ECHS1	1
MYOD1	EEF1D	1
MYOD1	ELMO1	1
MYOD1	EME2	1
MYOD1	ESCO1	1
MYOD1	ESRP2	1
MYOD1	EZR	1
MYOD1	FAM136A	1
MYOD1	FAM173A	1
MYOD1	FAM195A	1
MYOD1	FASN	1
MYOD1	FGFRL1	1
MYOD1	FKBP2	1
MYOD1	FMNL1	1
MYOD1	FRMPD1	1
MYOD1	FSCN2	1
MYOD1	FXC1	1
MYOD1	GADD45G	1
MYOD1	GFI1	1
MYOD1	GIT1	1
MYOD1	GNPTG	1
MYOD1	GPR17	1
MYOD1	GRIFIN	1
MYOD1	HAGHL	1
